stamp_sec,stamp_nanosec,scan_index,point_index,angle_rad,range_m,x_forward_m,y_left_m,x_world_m,y_world_m
1774802953,877995265,0,40,0.6981316953897476,1.2737499475479126,-0.9757490736699589,0.8187506788458421,-0.8941269012049226,0.45619178824372786
1774802953,877995265,0,43,0.7504915725439787,1.194000005722046,-0.8732363286521648,0.8143060407404172,-0.7927847234389732,0.47226601309677096
1774802953,877995265,0,45,0.7853981573134661,1.1437499523162842,-0.8087533521850759,0.8087533423441939,-0.7284886379674145,0.4796754737092968
1774802953,877995265,0,48,0.8377580344676971,1.0994999408721924,-0.7357090674298956,0.8170876868974271,-0.6585705191601037,0.5023995907872966
1774802953,877995265,0,50,0.8726646192371845,1.059749960899353,-0.6811941497197558,0.8118155640376447,-0.6040984556367586,0.508097470033175
1774802953,877995265,0,53,0.9250244963914156,1.024999976158142,-0.616860390248214,0.8186013743373589,-0.5424075283319233,0.5275681997944199
1774802953,877995265,0,55,0.959931081160903,0.9925000071525574,-0.5692746232264645,0.8130084055827427,-0.4946616802039121,0.5315707626078219
1774802953,877995265,0,58,1.012290958315134,0.965499997138977,-0.5116370545216564,0.8187904304007028,-0.4393325787510136,0.5487233621079514
1774802953,877995265,0,60,1.0471975430846214,0.940500020980835,-0.4702500170975971,0.8144969066145437,-0.3979200835253353,0.5527639626110912
1774802953,877995265,0,63,1.0995574202388525,0.9265000224113464,-0.42062221521463633,0.8255175610464974,-0.35148408187375424,0.5734538464787524
1774802953,877995265,0,66,1.1519172973930836,0.5847499966621399,-0.23783925544766532,0.534195701184943,-0.11431025785193041,0.32440241883130005
1774802953,877995265,0,69,1.2042771745473146,0.5667499899864197,-0.20310503675216884,0.5291066954740857,-0.07925859915103121,0.3263376577900312
1774802953,877995265,0,71,1.239183759316802,0.5529999732971191,-0.1800391857403358,0.5228717453301253,-0.0554128739213136,0.32482455684608846
1774802953,877995265,0,74,1.291543636471033,0.5687500238418579,-0.15676875816240934,0.5467176109147481,-0.03736146441070412,0.3528296406670611
1774802953,877995265,0,76,1.3264502212405205,0.6315000057220459,-0.15277368475150407,0.6127417551255929,-0.04660444354106058,0.41832556089976525
1774802953,877995265,0,78,1.3613568060100079,0.6585000157356262,-0.13690985846762396,0.6441102090311837,-0.037310236226953314,0.4522262776354729
1774802953,877995265,0,81,1.413716683164239,0.5097500085830688,-0.07974247541057537,0.5034741392224953,0.046737689788692555,0.3258041278780269
1774802953,877995265,0,84,1.46607656031847,0.5130000114440918,-0.05362310864664552,0.510189743096339,0.0709947707734702,0.3375903349709388
1774802953,877995265,0,86,1.5009831450879574,0.5339999794960022,-0.037249961742858176,0.5326991819515836,0.08255359013748668,0.3629112447496382
1774802953,877995265,0,88,1.5358897298574448,0.4970000088214874,-0.0173450560784964,0.49669724963824025,0.10923402136115182,0.3315983242611087
1774802953,877995265,0,91,1.5882496070116758,0.4972499907016754,0.008678202821844623,0.49717425722637654,0.13464020863843795,0.3372519238281795
1774802953,877995265,0,93,1.6231561917811632,0.5335000157356262,0.027921226780346437,0.5327688728566956,0.14640359983621656,0.37596746670782466
1774802953,877995265,0,96,1.6755160689353943,0.5479999780654907,0.057281588504276455,0.5449979775909312,0.17273788116103614,0.39380247358380255
1774802953,877995265,0,98,1.7104226537048817,0.5217499732971191,0.07261355486390958,0.5166723393850019,0.19340729888729036,0.3691005274442019
1774802953,877995265,0,100,1.745329238474369,0.5575000047683716,0.09680885245446434,0.5490303283090873,0.21066864993333417,0.4056313039589706
1774802953,877995265,0,103,1.7976891156286001,0.5617499947547913,0.1263662459755629,0.5473523805420522,0.2399675392944849,0.40987749079812713
1774802953,877995265,0,108,1.8849555775523186,0.527999997138977,0.16316096481358103,0.5021578402652508,0.28503097501120306,0.37292232111098544
1774802953,877995265,0,111,1.9373154547065496,0.5357499718666077,0.1919956113807239,0.5001656901123995,0.3136842324500257,0.3767165724242362
1774802953,877995265,0,113,1.972222039476037,0.5432500243186951,0.2122646874141093,0.5000642872664006,0.33356693298018547,0.380656616258043
1774802953,877995265,0,115,2.0071286242455244,0.5517500042915344,0.2331796199542742,0.5000553290123889,0.3540641113404039,0.3848159626825858
1774802953,877995265,0,118,2.0594885013997555,0.5612499713897705,0.2634908932760398,0.4955543154343556,0.3846643653569891,0.3864459527858933
1774802953,877995265,0,120,2.094395086169243,0.5715000033378601,0.285749993639152,0.49493352578947275,0.4066006799676918,0.39027361918444065
1774802953,877995265,0,123,2.146754963323474,0.5845000147819519,0.31834151586525594,0.49020296465516505,0.43948118903244726,0.3921330958050456
1774802953,877995265,0,125,2.1816615480929613,0.5982499718666077,0.3431420786284116,0.49005769324944776,0.4638132202597651,0.3969332284598132
1774802953,877995265,0,127,2.2165681328624487,0.6127499938011169,0.36876214330328716,0.4893639101626056,0.48905762732241964,0.4013591702772571
1774802953,877995265,0,130,2.2689280100166798,0.6309999823570251,0.4055989618757635,0.4833740372215589,0.5263492424790982,0.4028306387266657
1774802953,877995265,0,132,2.303834594786167,0.6510000228881836,0.4356040314209643,0.48378730616896,0.5556700703979304,0.4092153109805445
1774802953,877995265,0,135,2.356194471940398,0.6729999780654907,0.47588283954271776,0.47588285691429455,0.5967161859329408,0.40949656036309673
1774802953,877995265,0,137,2.3911010567098856,0.6974999904632568,0.5101191910936729,0.4756938590881537,0.6303034445912408,0.4161342966880295
1774802953,877995265,0,139,2.426007641479373,0.7192500233650208,0.5428248743412921,0.4718704821314248,0.6631150324667314,0.41890551106728713
1774802953,877995265,0,142,2.478367518633604,0.8125,0.6402587277019708,0.5002249609940047,0.7529436804014413,0.4661087552619466
1774802953,877995265,0,144,2.5132741034030914,0.7860000133514404,0.6358873593857066,0.46199922852959147,0.7562779832202392,0.42777863775482317
1774802953,877995265,0,147,2.5656339805573225,0.8257499933242798,0.692532206944003,0.44973569329142277,0.8142305662199912,0.42704982015262544
1774802953,877995265,0,155,2.705260319635272,2.2660000324249268,2.0536934547434944,0.9576530378448657,2.046865277798023,1.1960437337970915
1774802953,877995265,0,158,2.757620196789503,2.2332499027252197,2.07063323514882,0.8365901825382215,2.0875918050278246,1.0807852370388118
1774802953,877995265,0,160,2.7925267815589905,2.181999921798706,2.0504092089260193,0.746287970344514,2.085769735540176,0.9882639917676848
1774802953,877995265,0,163,2.8448866587132215,2.143249988555908,2.049600143464451,0.6266256979692133,2.108824325427448,0.8708408258161935
1774802953,877995265,0,165,2.879793243482709,2.115499973297119,2.04341604750722,0.5475317285875607,2.1185268703369324,0.7921010032507757
1774802953,877995265,0,168,2.93215312063694,2.0894999504089355,2.043839353358432,0.4344315140759602,2.141481362227645,0.6813538632766305
1774802953,877995265,0,170,2.9670597054064274,2.04325008392334,2.012208515835697,0.3548066998395561,2.1263534018432675,0.5970225776278262
1774802953,877995265,0,173,3.0194195825606585,2.024749994277954,2.0096578090848887,0.2467549993671855,2.1453874223377882,0.49062999262438867
1774802953,877995265,0,175,3.054326167330146,2.018249988555908,2.0105699338612903,0.1759021243729886,2.1604014795685833,0.42138015542586943
1774802953,877995265,0,178,3.106686044484377,2.01200008392334,2.010774426144808,0.07021783868466605,2.181663630917191,0.31785657850460025
1774802953,877995265,0,180,3.1415926292538643,2.001499891281128,2.001499891281127,4.870835914791558e-08,2.18656880031073,0.24719899335399478
1774802953,877995265,0,183,3.1939525064080954,2.0137500762939453,2.010990304408957,-0.1053914861221723,2.216872261031931,0.14581288077643018
1774802953,877995265,0,185,3.2288590911775827,2.01200008392334,2.004343820550603,-0.17535731159018803,2.224302550633819,0.07592594868228061
1774802953,877995265,0,188,3.281218968331814,2.013000011444092,1.9934096408303577,-0.2801554031577806,2.234472855118596,-0.028949030168973905
1774802953,877995265,0,190,3.316125553101301,1.8387500047683716,1.8108152687491674,-0.3192955409970005,2.063341418960956,-0.103693171507415
1774802953,877995265,0,193,3.3684854302555323,1.8727500438690186,1.8247515925638111,-0.42127704927665616,2.097322026146692,-0.2008516373647389
1774802953,877995265,0,195,3.4033920150250196,2.0415000915527344,1.9719376767324288,-0.5283790522843745,2.262899953682348,-0.2764726155001336
1774802953,877995265,0,198,3.4557518921792507,1.878749966621399,1.7867974137860485,-0.5805656200356654,2.0918737110954018,-0.36450885328950067
1774802953,877995265,0,200,3.490658476948738,1.568750023841858,1.4741428357700215,-0.5365440681358328,1.7767177434314991,-0.38367909668593914
1774802953,877995265,0,203,3.543018354102969,1.3569999933242798,1.2491250945421506,-0.5302221044686454,1.5549538060591401,-0.4223276047167913
1774802953,877995265,0,205,3.5779249388724566,1.2020000219345093,1.0893819939768004,-0.5079871296890219,1.393983849092963,-0.4323737600007359
1774802953,877995265,0,208,3.6302848160266876,1.0765000581741333,0.9504931492895715,-0.5053861379208028,1.2573626709533268,-0.4575040210512964
1774802953,877995265,0,211,3.6826446931809187,0.9729999899864197,0.8340237892956935,-0.5011320179378138,1.1423818067590947,-0.47654634820321673
1774802953,877995265,0,213,3.717551277950406,0.893750011920929,0.7495618441167544,-0.4867711224517648,1.0567521366603856,-0.47930589551348385
1774802953,877995265,0,216,3.769911155104637,0.8287500143051147,0.670472859886945,-0.4871270166658269,0.9793205501607112,-0.49541624930655975
1774802953,877995265,0,218,3.8048177398741245,0.7705000042915344,0.6071623030170217,-0.4743671514853457,0.9147370541790381,-0.4955294632150189
1774802953,877995265,0,221,3.8571776170283556,0.7212499976158142,0.5443342970745816,-0.4731825568310111,0.852933258542051,-0.5068895882169671
1774802953,877995265,0,224,3.9095374941825867,0.6815000176429749,0.49023010095916053,-0.4734096768771698,0.799959618798286,-0.5178945467861362
1774802953,877995265,0,226,3.944444078952074,0.6449999809265137,0.44805464987327787,-0.46397414380775287,0.7567497768594992,-0.5170534057594389
1774802953,877995265,0,229,3.996803956106305,0.6157500147819519,0.4039683711865644,-0.46471242267110535,0.7136949704148818,-0.5265628045910777
1774802953,877995265,0,231,4.0317105408757925,0.5887500047683716,0.3705123975210531,-0.4575446769419995,0.6794816450961594,-0.5262062609334865
1774802953,877995265,0,234,4.084070418030024,0.565500020980835,0.3323925869773849,-0.45749911677707794,0.6421174126276377,-0.5337584899853665
1774802953,877995265,0,237,4.136430295184255,0.5444999933242798,0.2965559655621396,-0.4566561091452164,0.6068316471997846,-0.54007425236987
1774802953,877995265,0,239,4.171336879953742,0.5262500047683716,0.2710388039530629,-0.4510842873237819,0.5807159374783377,-0.5396994981321657
1774802953,877995265,0,242,4.223696757107973,0.5105000138282776,0.23966525404178443,-0.45074475052268614,0.5499040537597775,-0.5456191890859825
1774802953,877995265,0,244,4.2586033418774605,0.4972499907016754,0.21798006340823875,-0.44692532397410256,0.5278926821109172,-0.5461980069407484
1774802953,877995265,0,247,4.3109632190316916,0.48475000262260437,0.18940693046093818,-0.4462147238000784,0.49975109186944255,-0.5511959843028793
1774802953,877995265,0,249,4.345869803801179,0.4754999876022339,0.17040397051017775,-0.4439174754885091,0.48067150119478413,-0.5527319063004756
1774802953,877995265,0,252,4.39822968095541,0.4650000035762787,0.1436929185567748,-0.4422412785828289,0.45416220663400925,-0.5564125630916034
1774802953,877995265,0,254,4.433136265724897,0.4567500054836273,0.12589737885840688,-0.4390562805676242,0.43608889704208664,-0.5568379169531898
1774802953,877995265,0,257,4.4854961428791285,0.4502499997615814,0.1012842274082455,-0.43871011791799247,0.41190048228153486,-0.5614038390134206
1774802953,877995265,0,259,4.520402727648616,0.4442499876022339,0.08476690910078162,-0.4360878611083835,0.3951919021940436,-0.5621259098586374
1774802953,877995265,0,262,4.572762604802847,0.43974998593330383,0.06120138461484359,-0.4354703671314122,0.37197602624061715,-0.5662171623348426
