index,x_m,y_m,yaw_rad
0,-0.14979968688742404,-0.0652164457753323,0.10657235691418245
1,-0.10008335992767436,-0.05989790898113146,0.107012349338555
2,-0.05036937789612204,-0.054557497895223135,0.10822370630081438
3,-0.0006619014819262684,-0.04915686936400817,0.1108103477002038
4,0.049031439169350814,-0.04362768362683757,0.11553861869913538
5,0.09869808094476269,-0.03786359699035453,0.1231907773206806
6,0.14831916132416817,-0.03171962580062461,0.13440368989415535
7,0.1978682319535012,-0.025019655668854432,0.1495192598658429
8,0.24731037218251753,-0.01757151700473337,0.16847481222765795
9,0.29660245494836934,-0.009187569452874281,0.1907584733403721
10,0.3456954903584843,0.0002926137775638272,0.21544521945036837
11,0.3945395559036133,0.010981732578707236,0.24131385030144795
12,0.4430907974449696,0.02293066325714963,0.26702644857224633
13,0.4913187861402028,0.03612388522407937,0.2913352807650148
14,0.5392118458777286,0.05048545994331737,0.31327343662297846
15,0.586778339835484,0.06589417994437838,0.3322881317192668
16,0.6340432605578072,0.08220452232956174,0.3482888182244072
17,0.6810411654416553,0.09926901576589167,0.36160225840331445
18,0.7278077248514724,0.11695768221507746,0.3728485429057872
19,0.7743723992190639,0.1351711689999976,0.3827707711737392
20,0.820754066037084,0.15384577697508112,0.3920623821842774
21,0.8669602160149238,0.17295053303385852,0.4012368116222292
22,0.9129891486393105,0.19247839418885163,0.4105735319072719
23,0.9588337514787385,0.21243515721067163,0.4201549800790236
24,1.0044850382068724,0.23283025514775377,0.4299854398309848
25,1.049933629169222,0.25367313353132026,0.44016186575928756
26,1.0951677644844395,0.2749774289201967,0.45105342521603015
27,1.140167184439183,0.2967731212324807,0.4634441984603868
28,1.1848930914566576,0.3191247037464048,0.4786016850698819
29,1.2292750798528485,0.34215162505366564,0.49824920511612597
30,1.2731961094430002,0.36604604191936857,0.5244380272440884
31,1.316476383044464,0.39108237374439214,0.5593304720761242
32,1.358856911171387,0.417613314562371,0.6049162034477388
33,1.3999843985840115,0.446047971898644,0.6626924264620736
34,1.4394013275950606,0.4768100523574105,0.7333498726703435
35,1.4765481402871254,0.510278156808571,0.8165230996724145
36,1.510786095671038,0.5467166219120069,0.9106783969225448
37,1.5414465879490615,0.5862126072915826,1.0132057496641664
38,1.5679037386432664,0.6286392125141825,1.1207344638893944
39,1.5896547852137586,0.6736601904508707,1.2296131902592569
40,1.6063848830812355,0.720778119243916,1.3364268290721808
41,1.6179963589388904,0.7694111147734036,1.4384115219964553
42,1.6245962741003492,0.8189735545341801,1.5336814004638786
43,1.6264515923223883,0.8689390647978815,1.6212593138791067
44,1.6239295163211305,0.9188753636609964,1.7009633649407156
45,1.6174395339075753,0.9684523286706019,1.7732224146263578
46,1.607387218665931,1.0174313733335896,1.8388843216778898
47,1.5941428176656929,1.065645294086858,1.8990577352503262
48,1.5780229405475958,1.1129754769869071,1.9550051359713267
49,1.5592816651006058,1.1593302118856164,2.0080876546373414
50,1.538107316746094,1.2046252874348569,2.0597518773587735
51,1.5146221280001038,1.2487664549137927,2.11154367343676
52,1.488883303939123,1.2916326340987225,2.1651315223678202
53,1.4608854244004998,1.333058645582868,2.2223195098322965
54,1.4305655433602382,1.3728166553513885,2.2850266632094414
55,1.3978137885499737,1.4105964811818044,2.3552048605493026
56,1.3624935273212984,1.4459867196398886,2.434665206171293
57,1.3244755828260104,1.4784616553705139,2.524789571932383
58,1.283689159815453,1.5073830510184807,2.6261308620935653
59,1.2401861505056093,1.5320297440390056,2.737961359828996
60,1.194204460442633,1.5516676144293224,2.8579039939319557
61,1.1462034377392534,1.565662420605598,2.9818306741869627
62,1.0968406980558614,1.5736164980379874,3.104165438515122
63,1.0468762271562893,1.5754874027035541,-3.0646192087317368
64,0.9970247031570385,1.5716425627236783,-2.964416257983065
65,0.9478077256440213,1.562830070106632,-2.883871514031928
66,0.8994592025097102,1.5500862268318911,-2.8272317687481854
67,0.8519095322475201,1.5346258026596962,-2.797367295836985
68,0.8048820702794091,1.5177665469603832,-2.797367295836985
