_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
0,steering_static,steer_left_static,1,0.0,-10.0,1,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,2,1,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,3,1.70458957195282,1.5262500047683716,-89,0.5946695413854387,0.4476330578327179,0.41541311576280715,0.17925642562263153,0.09349603950977325,0.44712020700000005,DIAG_NAV,5,avoidance,8.853425458073616,7.477436083730529,0.0,4.0,22.553940508514643,3.0986989103257656,3.0986989103257656,8.853425458073616,1,,,steering_static,steer_left_static,,,,,DIAG_POSE,6
1,steering_static,steer_left_static,2,0.0,-10.0,2,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,7,2,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,8,0.0,,-89,0.0,0.0,-0.10016728937625885,0.10016728937625885,0.10016728937625885,0.07006119400000001,DIAG_NAV,10,avoidance,8.745817765593529,0.0,0.0,-58.0,0.0,3.061036217957735,3.061036217957735,8.745817765593529,2,,,steering_static,steer_left_static,,,,,DIAG_POSE,11
2,steering_static,steer_left_static,3,0.0,-10.0,3,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,12,3,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,13,1.714532862106959,1.5295000076293945,-89,0.6048255478558333,0.44696205854415894,0.4272962851483194,0.17752926270751393,0.09251036494970322,0.022447011000000003,DIAG_NAV,15,avoidance,8.861292339861393,7.691333132669749,0.0,3.0,22.552655584489305,3.1014523189514875,3.1014523189514875,8.861292339861393,3,,,steering_static,steer_left_static,,,,,DIAG_POSE,16
3,steering_static,steer_left_static,4,0.0,-10.0,4,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,17,4,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,18,1.71342899898688,1.5295000076293945,-89,0.6000975807507832,0.44648969173431396,0.42398008897024037,0.17611749178054287,0.09258425980806351,0.005973435,DIAG_NAV,20,avoidance,8.847635798156261,7.6316416014643265,0.0,5.0,22.55488615296781,3.0966725293546915,3.0966725293546915,8.847635798156261,4,0.0,0.0,steering_static,steer_left_static,2.223626223325183e-21,-0.15819283250117233,0.0,0.08706230697590588,DIAG_POSE,21
4,steering_static,steer_left_static,5,0.0,-10.0,5,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,22,5,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,23,1.7359985786935557,1.6265000104904175,-89,0.6005570676591662,0.4485841989517212,0.4231815801142088,0.17737548754495733,0.09267301857471466,0.06942682900000001,DIAG_NAV,25,avoidance,8.897779509425163,7.617268442055758,0.0,4.0,22.546696013460558,3.114222828298807,3.114222828298807,8.897779509425163,5,0.005614050572949281,-0.0056140440916613065,steering_static,steer_left_static,2.3757953677757302e-21,-0.1638068830741216,0.0,0.08706230697590588,DIAG_POSE,26
5,steering_static,steer_left_static,6,0.0,-10.0,6,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,27,6,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,28,1.7416905164718628,1.660249948501587,-89,0.5961775700251262,0.44657787680625916,0.416127172842914,0.18005039718221216,0.09310957044363022,0.015137469,DIAG_NAV,30,avoidance,8.836707659065723,7.490289111172452,0.0,4.0,22.5566710823526,3.092847680673003,3.092847680673003,8.836707659065723,6,0.010292431273870528,-0.01029241939150321,steering_static,steer_left_static,2.502603129733448e-21,-0.16848526377504286,0.0,0.08706230697590588,DIAG_POSE,31
6,steering_static,steer_left_static,7,0.0,-10.0,7,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,32,7,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,33,1.7190006077289581,1.5570000410079956,-89,0.5961119651794433,0.4448221027851105,0.41851371637746393,0.17759824880197936,0.09268485754728317,0.037960366,DIAG_NAV,35,avoidance,8.803431130945683,7.533246894794351,0.0,5.0,22.562106248612206,3.081200895830989,3.081200895830989,8.803431130945683,7,0.015905114182949626,-0.01590509582087327,steering_static,steer_left_static,2.6547352035808155e-21,-0.17409794668412196,0.0,0.08706230697590588,DIAG_POSE,36
7,steering_static,steer_left_static,8,0.0,-10.0,8,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,37,8,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,38,1.7180753697951634,1.5570000410079956,-89,0.5976581003930833,0.44668182730674744,0.4196460391863498,0.1780120612067335,0.09278971701860428,0.010261540000000001,DIAG_NAV,40,avoidance,8.847302757203579,7.5536287053542965,0.0,5.0,22.55494054965675,3.0965559650212526,3.0965559650212526,8.847302757203579,8,0.02058501213110428,-0.020584988366196957,steering_static,steer_left_static,2.7815840906068642e-21,-0.1787778446322766,0.0,0.08706230697590588,DIAG_POSE,41
8,steering_static,steer_left_static,9,0.0,-10.0,9,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,42,9,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,43,1.7181075314680736,1.5752500295639038,-89,0.5890851203690876,0.44540804624557495,0.4149795112045691,0.17410560916451848,0.09242793172597885,0.008364930000000001,DIAG_NAV,45,avoidance,8.824502862989902,7.469631201682244,0.0,5.0,22.558664532378316,3.088576002046466,3.088576002046466,8.824502862989902,9,0.02619908572887289,-0.02619905548265101,steering_static,steer_left_static,2.9337538591463852e-21,-0.18439191823004522,0.0,0.08706230697590588,DIAG_POSE,46
9,steering_static,steer_left_static,10,0.0,-10.0,10,6.8,steering_static,-10.0,-10.0,5.8,-10.0,1.0,18.0,steer_left_static,DIAG_STEER,47,10,7.5,steering_static,7.5,False,0.0,steer_left_static,DIAG_MOTOR,48,1.735978955807893,1.6484999656677246,-89,0.5987780610720317,0.4460984766483307,0.421548686570981,0.1772293745010507,0.09337318688631058,0.03194878,DIAG_NAV,50,avoidance,8.818132244050503,7.587876358277658,0.0,2.0,22.559705066805083,3.086346285417676,3.086346285417676,8.818132244050503,10,0.030877493560619612,-0.030877457913287068,steering_static,steer_left_static,3.060562356486595e-21,-0.18907032606179194,0.0,0.08706230697590588,DIAG_POSE,51
