stamp_sec,stamp_nanosec,x_m,y_m,yaw_rad,vx_mps,vy_mps,yaw_rate_rps,confidence,median_submap_residual_m,median_wall_residual_m,valid_correspondence_count,alignment_ready,imu_initialized,best_effort_init
1774771461,130698512,1.075258,-0.219326,-0.203661,-0.085250,0.033605,-0.000078,high,0.006339898109987316,0.27570192764400286,56,1,1,0
1774771461,184783042,1.071133,-0.217704,-0.193382,-0.084993,0.032584,-0.000408,high,0.003713134772321871,0.3239320350947844,58,1,1,0
1774771461,259287061,1.077292,-0.216966,-0.194075,-0.085421,0.032447,-0.000106,high,0.004861076494324123,0.2811786200228139,57,1,1,0
1774771461,336308665,1.072960,-0.219181,-0.204713,-0.086793,0.032826,-0.000015,high,0.004181981945643089,0.2906198049910834,57,1,1,0
1774771461,413104399,1.067145,-0.218407,-0.197178,-0.088300,0.035808,0.000392,high,0.002091468621483775,0.322741617059684,58,1,1,0
1774771461,490256002,1.069086,-0.221799,-0.213297,-0.088554,0.039301,0.000211,high,0.00393433841352567,0.31404847101994976,56,1,1,0
1774771461,566703034,1.079800,-0.215816,-0.193191,-0.088032,0.043252,0.000156,high,0.0054884922543947815,0.2528528987502141,57,1,1,0
1774771461,642381013,1.082330,-0.213899,-0.180084,-0.088441,0.047185,0.000538,high,0.0030390471041090985,0.2904230725170132,57,1,1,0
1774771461,695422546,1.062067,-0.218023,-0.198678,-0.089488,0.048320,-0.000031,high,0.005996231917560784,0.3355235036589152,58,1,1,0
1774771461,770688803,1.071963,-0.220471,-0.195698,-0.091319,0.048660,-0.000341,high,0.005935737486344463,0.2735294433130525,57,1,1,0
1774771461,849287957,1.077216,-0.217653,-0.194602,-0.093015,0.046154,-0.000309,high,0.0040608093030306555,0.29274799443863864,57,1,1,0
1774771461,925154287,1.082657,-0.212807,-0.181499,-0.092250,0.043518,-0.000075,high,0.00286611262227538,0.2875731190899358,57,1,1,0
1774771462,1763763,1.061093,-0.218534,-0.199909,-0.090064,0.042275,0.000265,high,0.004274964296028248,0.3329475174071285,58,1,1,0
1774771462,79231429,1.066811,-0.218426,-0.198479,-0.088305,0.042974,0.000423,high,0.0023898238763700565,0.27108680928570905,58,1,1,0
1774771462,129947142,1.074274,-0.218944,-0.195900,-0.088337,0.044952,0.000419,high,0.0030767083312813223,0.2948070817682265,57,1,1,0
