stamp_sec,stamp_nanosec,x_m,y_m,yaw_rad,vx_mps,vy_mps,yaw_rate_rps,planner_state,tracker_state,path_age_s,path_deviation_m,fusion_confidence,desired_speed_pct,applied_speed_pct,desired_steering_deg,applied_steering_deg,bridge_state
1775179842,913738842,0.02867845998708347,-0.26858317708135965,0.040960851921053636,-5.82882540984703e-17,1.9726066280857298e-15,0.0,tracking,tracking,0.0,0.0030695165830636507,high,15.31557006033333,1.104350747459365,19.126623402123737,3.256930321667094,tracking
1775179842,991349785,0.032985652039395144,-0.26387973216799715,0.04686186635790377,-5.828014404436864e-17,1.972332165473622e-15,0.0,tracking,tracking,0.0,0.009970504109725855,high,15.362268737999988,4.921999827276139,18.995115394396503,11.034233231667042,tracking
1775179843,68106893,0.047887422502316375,-0.25869820915765307,0.06562731491079078,-5.827312160777933e-17,1.9720945103032e-15,0.0,tracking,tracking,0.0,0.006035558477075963,high,15.39339111693333,6.366309875292061,18.829027691828703,15.399845240000277,tracking
1775179843,143650426,0.04760755093232612,-0.26236512026055203,0.06553814070716005,-5.826496299738022e-17,1.9718184044359337e-15,0.0,tracking,tracking,0.0,0.010672233057983404,high,15.424491766466668,7.621253422313392,18.678368370668075,18.678368370668075,tracking
1775179843,220470334,0.04505662160789455,-0.2588368022462886,0.06308811938365061,-5.825813308624957e-17,1.9715872647633893e-15,0.0,tracking,tracking,0.0,0.00932302123678787,high,15.456226340666667,8.716085066405382,18.646648049358678,18.646648049358678,tracking
1775179843,297267026,0.04386066623104861,-0.2573771184024291,0.06238525416036892,-5.825149942875782e-17,1.9713627667587903e-15,0.0,tracking,tracking,0.0,0.008365598347733904,high,15.48673659293333,9.708704693179817,18.504385737786972,18.504385737786972,tracking
1775179843,373215516,0.038807826628023435,-0.2592593178148451,0.06214630337412709,-5.824653797857199e-17,1.9711948600394536e-15,0.0,tracking,tracking,0.0,0.009854026874545462,high,15.556137132465055,10.888500793205454,17.87595364889068,17.87595364889068,tracking
1775179843,450059678,0.054557267891013485,-0.2582860301838796,0.0760017917672553,-5.824066974409156e-17,1.970996265684377e-15,0.0,tracking,tracking,0.0,0.013411003996376111,high,15.580786668933241,11.545409965924543,17.681178330534433,17.681178330534433,tracking
1775179843,503652780,0.052454350984248166,-0.2598355879319509,0.06973443898628724,-5.823687980499179e-17,1.9708680055554042e-15,0.0,tracking,tracking,0.0,0.004629170190558137,high,15.59556813439999,11.838626590972941,17.780151701945638,17.780151701945638,tracking
1775179843,578022042,0.027909595350138542,-0.2603766156203096,0.045975600772097475,-5.82321224078866e-17,1.9707070044548003e-15,0.0,tracking,tracking,0.0,0.0027875602260534127,high,15.611030595866655,12.364169530003725,17.791938139805822,17.791938139805822,tracking
1775179843,656553035,0.04351357533037847,-0.25720544841706255,0.06260555345002507,-5.82272696706059e-17,1.97054277682657e-15,0.0,tracking,tracking,0.0,0.024201917965496818,high,15.674698834280878,13.030427770004831,17.64415106224893,17.64415106224893,tracking
1775179843,733425338,0.05534879403226868,-0.25648386627970876,0.07669785658725461,-5.822266692308392e-17,1.9703870094183734e-15,0.0,tracking,tracking,0.0,0.009991001426153077,high,15.688849363933333,13.402478563930943,17.62489674006781,17.62489674006781,tracking
1775179843,808940193,0.042697598156370455,-0.26120519711756973,0.05952497841010408,-5.821841923038219e-17,1.9702432578700192e-15,0.0,tracking,tracking,0.0,0.017980027101326884,high,15.719927489333326,13.729778616522635,17.64927384899181,17.64927384899181,tracking
1775179843,886157375,0.05283698672178958,-0.25641125480812976,0.06662428376901626,-5.821524982196038e-17,1.9701359979056118e-15,0.0,tracking,tracking,0.0,0.0050799609891403205,high,15.76668962853333,14.138948842410358,17.847794288593164,17.847794288593164,tracking
1775179843,961858148,0.02959986324925283,-0.2607974908652243,0.04767833529403692,-5.821170033443288e-17,1.9700158752028244e-15,0.0,tracking,tracking,0.0,0.010070028828622155,high,15.813393292533325,14.357103601925393,18.003610605645402,18.003610605645402,tracking
1775179844,38899991,0.041133789136764555,-0.256024161254052,0.06267312989762105,-5.820839720629167e-17,1.969904089860039e-15,0.0,tracking,tracking,0.0,0.016248780810174182,high,15.828918922466666,14.561682383762339,17.99011612621833,17.99011612621833,tracking
