_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
102,nav_dryrun,dryrun,103,1.7,0.0,103,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,512,103,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,513,1.7165102815628053,1.7617499828338623,-89,0.09148695129974216,0.027292152866721153,-0.6282262539162355,0.7197132052159777,0.5032937526702881,0.024764401000000002,DIAG_NAV,515,avoidance,-10.567696178331971,-11.30807257049224,0.0,0.0,22.273942957539113,-3.6986936624161895,-3.6986936624161895,-10.567696178331971,103,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,516
103,nav_dryrun,dryrun,104,1.7,0.0,104,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,517,104,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,518,1.7438206481933594,1.7617499828338623,-89,0.0907838077229612,0.02712404727935791,-0.6290705728472448,0.719854380570206,0.5039185285568237,0.048074491000000004,DIAG_NAV,520,avoidance,-10.571898818016052,-11.323270311250406,0.0,0.0,22.27325652639071,-3.700164586305618,-3.700164586305618,-10.571898818016052,104,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,521
104,nav_dryrun,dryrun,105,1.7,0.0,105,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,522,105,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,523,1.7185013389587402,1.7860000133514404,-89,0.09026485122740269,0.026944732293486595,-0.6318311571855756,0.7220960084129783,0.5031818151473999,0.070068475,DIAG_NAV,525,avoidance,-10.576381692662835,-11.37296082934036,0.0,0.0,22.272524323531737,-3.701733592431992,-3.701733592431992,-10.576381692662835,105,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,526
105,nav_dryrun,dryrun,106,1.7,0.0,106,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,527,106,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,528,1.7581933784484862,1.7675000429153442,-89,0.0899309834428862,0.02710890769958496,-0.6319003593103558,0.721831342753242,0.5035389065742493,0.008256085,DIAG_NAV,530,avoidance,-10.572277307510376,-11.374206467586404,0.0,0.0,22.273194706439973,-3.700297057628631,-3.700297057628631,-10.572277307510376,106,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,531
106,nav_dryrun,dryrun,107,1.7,0.0,107,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,532,107,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,533,1.7140606784820556,1.7857500314712524,-89,0.08903036938578475,0.02659606747329235,-0.6340016995867093,0.7230320689724941,0.5026138424873352,0.040985085000000004,DIAG_NAV,535,avoidance,-10.585098313167691,-11.412030592560766,0.0,0.0,22.271100608849277,-3.7047844096086915,-3.7047844096086915,-10.585098313167691,107,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,536
107,nav_dryrun,dryrun,108,1.7,0.0,108,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,537,108,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,538,1.7569799423217773,1.7625000476837158,-89,0.09244321410854657,0.02717767097055912,-0.6306704805031711,0.7231136946117177,0.5037277340888977,0.012413645000000001,DIAG_NAV,540,avoidance,-10.570558225736022,-11.35206864905708,0.0,0.0,22.27347548979645,-3.6996953790076073,-3.6996953790076073,-10.570558225736022,108,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,541
108,nav_dryrun,dryrun,109,1.7,0.0,109,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,542,109,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,543,1.7072336483001709,0.7067499756813049,-89,0.08946449411850349,0.026736827567219734,-0.6334161919121648,0.7228806860306684,0.5033970475196838,0.035278045,DIAG_NAV,545,avoidance,-10.581579310819507,-11.401491454418966,0.0,0.0,22.271675379232814,-3.703552758786827,-3.703552758786827,-10.581579310819507,109,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,546
109,nav_dryrun,dryrun,110,1.7,0.0,110,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,547,110,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,548,1.6956349182128907,0.7067499756813049,-89,0.09053400947767146,0.02699214778840542,-0.6291987565802594,0.7197327660579308,0.5034366250038147,0.010931593,DIAG_NAV,550,avoidance,-10.575196305289865,-11.325577618444669,0.0,0.0,22.272717936802657,-3.701318706851452,-3.701318706851452,-10.575196305289865,110,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,551
110,nav_dryrun,dryrun,111,1.7,0.0,111,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,552,111,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,553,1.7138878965377808,1.7757500410079956,-89,0.09022715943408947,0.026650184765458107,-0.6305027596068149,0.7207299190409043,0.5029898285865784,0.0050376990000000005,DIAG_NAV,555,avoidance,-10.583745380863547,-11.349049672922668,0.0,0.0,22.271321587792286,-3.704310883302241,-3.704310883302241,-10.583745380863547,111,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,556
111,nav_dryrun,dryrun,112,1.7,0.0,112,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,557,112,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,558,1.7116623544692993,1.7680000066757202,-89,0.09045822282924372,0.02707325480878353,-0.6317504593992934,0.7222086822285372,0.5050826668739319,0.028883813,DIAG_NAV,560,avoidance,-10.573168629780412,-11.37150826918728,0.0,0.0,22.273049123802533,-3.7006090204231437,-3.7006090204231437,-10.573168629780412,112,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,561
112,nav_dryrun,dryrun,113,1.7,0.0,113,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,562,113,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,563,1.7585514307022094,1.7680000066757202,-89,0.09128360483138,0.02692425809800625,-0.6285558278288912,0.7198394326602712,0.5038354992866516,0.051997456000000004,DIAG_NAV,565,avoidance,-10.576893547549844,-11.314004900920041,0.0,0.0,22.27244072056686,-3.701912741642445,-3.701912741642445,-10.576893547549844,113,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,566
113,nav_dryrun,dryrun,114,1.7,0.0,114,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,567,114,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,568,1.7582527112960815,1.753499984741211,-89,0.09027800778401833,0.027074841782450676,-0.6310802575785156,0.7213582653625339,0.5027808547019958,0.069414949,DIAG_NAV,570,avoidance,-10.573128955438733,-11.359444636413281,0.0,0.0,22.273055603945007,-3.700595134403556,-3.700595134403556,-10.573128955438733,114,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,571
114,nav_dryrun,dryrun,115,1.7,0.0,115,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,572,115,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,573,1.7069409990310669,0.706250011920929,-89,0.09006243743294594,0.026889005675911903,-0.6330112262318531,0.7230736636647991,0.5034387111663818,0.006149044,DIAG_NAV,575,avoidance,-10.577774858102202,-11.394202072173357,0.0,0.0,22.27229677317664,-3.7022212003357704,-3.7022212003357704,-10.577774858102202,115,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,576
115,nav_dryrun,dryrun,116,1.7,0.0,116,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,577,116,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,578,1.6960878658294678,0.706250011920929,-89,0.09086721562141296,0.027146952226758003,-0.6302432884261304,0.7211105040475434,0.5036459565162659,0.045672188,DIAG_NAV,580,avoidance,-10.57132619433105,-11.344379191670347,0.0,0.0,22.273350054925928,-3.699964168015867,-3.699964168015867,-10.57132619433105,116,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,581
116,nav_dryrun,dryrun,117,1.7,0.0,117,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,582,117,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,583,1.7193727254867555,1.7912499904632568,-89,0.09123098839293509,0.02735798992216587,-0.6297951867694364,0.7210261751623714,0.5030776858329773,0.01628661,DIAG_NAV,585,avoidance,-10.566050251945853,-11.336313361849854,0.0,0.0,22.27421179218218,-3.698117588181048,-3.698117588181048,-10.566050251945853,117,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,586
117,nav_dryrun,dryrun,118,1.7,0.0,118,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,587,118,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,588,1.7169806814193727,1.7714999914169312,-89,0.08957817047542217,0.026721904054284096,-0.6314750371464327,0.7210532076218549,0.50493985414505,0.039115362,DIAG_NAV,590,avoidance,-10.581952398642898,-11.366550668635789,0.0,0.0,22.271614441554995,-3.7036833395250137,-3.7036833395250137,-10.581952398642898,118,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,591
118,nav_dryrun,dryrun,119,1.7,0.0,119,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,592,119,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,593,1.7162504768371583,1.7714999914169312,-89,0.09091690920439421,0.026923086494207382,-0.6314774262992775,0.7223943355036717,0.5044307708740234,0.010914704,DIAG_NAV,595,avoidance,-10.576922837644815,-11.366593673386994,0.0,0.0,22.272435936518015,-3.701922993175685,-3.701922993175685,-10.576922837644815,119,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,596
119,nav_dryrun,dryrun,120,1.7,0.0,120,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,597,120,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,598,1.7262873363494873,1.7675000429153442,-89,0.08996409283695268,0.026864921674132347,-0.6287562158689195,0.7187203087058722,0.5040521621704102,0.008926313,DIAG_NAV,600,avoidance,-10.578376958146691,-11.31761188564055,0.0,0.0,22.272198430169375,-3.7024319353513415,-3.7024319353513415,-10.578376958146691,120,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,601
120,nav_dryrun,dryrun,121,1.7,0.0,121,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,602,121,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,603,1.7269128131866456,1.7657500505447388,-89,0.09048549283076734,0.026875708252191544,-0.6287027999904811,0.7191882928212484,0.5038021802902222,0.033025614,DIAG_NAV,605,avoidance,-10.578107293695211,-11.31665039982866,0.0,0.0,22.272242475363115,-3.7023375527933235,-3.7023375527933235,-10.578107293695211,121,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,606
121,nav_dryrun,dryrun,122,1.7,0.0,122,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,607,122,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,608,1.7125436544418335,1.7657500505447388,-89,0.09174858103049736,0.026983095332980156,-0.6303291077196014,0.7220776887500987,0.5042084455490112,0.055612733000000004,DIAG_NAV,610,avoidance,-10.575422616675496,-11.345923938952826,0.0,0.0,22.27268097260967,-3.701397915836423,-3.701397915836423,-10.575422616675496,122,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,611
122,nav_dryrun,dryrun,123,1.7,0.0,123,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,612,123,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,613,1.7618413877487182,1.7944999933242798,-89,0.08998867317888082,0.027078071609139442,-0.6273699206683566,0.7173585938472374,0.5042228102684021,0.002576285,DIAG_NAV,615,avoidance,-10.573048209771514,-11.292658572030419,0.0,0.0,22.273068792403986,-3.7005668734200294,-3.7005668734200294,-10.573048209771514,123,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,616
123,nav_dryrun,dryrun,124,1.7,0.0,124,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,617,124,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,618,1.7565211105346679,1.7944999933242798,-89,0.08862740440549803,0.026863502338528633,-0.6329016189145692,0.7215290233200672,0.502304196357727,0.008570717,DIAG_NAV,620,avoidance,-10.578412441536784,-11.392229140462245,0.0,0.0,22.272192634548993,-3.702444354537874,-3.702444354537874,-10.578412441536784,124,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,621
124,nav_dryrun,dryrun,125,1.7,0.0,125,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,622,125,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,623,1.7567507171630858,1.7687499523162842,-89,0.08954997068526697,0.026989758014678955,-0.6318084138865565,0.7213583845718234,0.5030794739723206,0.049037388,DIAG_NAV,625,avoidance,-10.575256049633026,-11.372551449958017,0.0,0.0,22.272708178559938,-3.7013396173715587,-3.7013396173715587,-10.575256049633026,125,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,626
125,nav_dryrun,dryrun,126,1.7,0.0,126,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,627,126,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,628,1.716038794517517,1.7722500562667847,-89,0.09094792845494606,0.027232851833105087,-0.6279460436427126,0.7188939720976586,0.5028667449951172,0.020439227,DIAG_NAV,630,avoidance,-10.569178704172373,-11.303028785568825,0.0,0.0,22.273700811651846,-3.69921254646033,-3.69921254646033,-10.569178704172373,126,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,631
126,nav_dryrun,dryrun,127,1.7,0.0,127,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,632,127,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,633,1.7431968021392823,1.7722500562667847,-89,0.09086742372635533,0.027018563821911812,-0.6300637194265921,0.7209311431529475,0.5036146640777588,0.042714027,DIAG_NAV,635,avoidance,-10.574535904452205,-11.341146949678658,0.0,0.0,22.272825802272806,-3.701087566558271,-3.701087566558271,-10.574535904452205,127,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,636
127,nav_dryrun,dryrun,128,1.7,0.0,128,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,637,128,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,638,1.7302714586257935,1.7864999771118164,-89,0.09003052378402036,0.02694142796099186,-0.6302536425052905,0.7202841662893108,0.5029080510139465,0.066534176,DIAG_NAV,640,avoidance,-10.576464300975204,-11.344565565095229,0.0,0.0,22.272510830840716,-3.701762505341321,-3.701762505341321,-10.576464300975204,128,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,641
128,nav_dryrun,dryrun,129,1.7,0.0,129,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,642,129,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,643,1.7376259851455689,1.753499984741211,-89,0.0917639084087283,0.02690662443637848,-0.6281583408149435,0.7199222492236718,0.5030080676078796,0.010083732,DIAG_NAV,645,avoidance,-10.577334389090538,-11.306850134668982,0.0,0.0,22.272368716448547,-3.702067036181688,-3.702067036181688,-10.577334389090538,129,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,646
129,nav_dryrun,dryrun,130,1.7,0.0,130,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,647,130,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,648,1.6970875263214111,1.753499984741211,-89,0.09146880745595577,0.02726610004901886,-0.6284087581523493,0.7198775656083051,0.5020542144775391,0.037380658000000004,DIAG_NAV,650,avoidance,-10.568347498774529,-11.311357646742287,0.0,0.0,22.27383657520016,-3.6989216245710845,-3.6989216245710845,-10.568347498774529,130,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,651
130,nav_dryrun,dryrun,131,1.7,0.0,131,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,652,131,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,653,1.6735817170143128,1.7937500476837158,-89,0.0912551920787961,0.027235819026827812,-0.6303892164838081,0.7216444085626041,0.5021137595176697,0.05963244,DIAG_NAV,655,avoidance,-10.569104524329305,-11.347005896708545,0.0,0.0,22.27371292769288,-3.699186583515256,-3.699186583515256,-10.569104524329305,131,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,656
131,nav_dryrun,dryrun,132,1.7,0.0,132,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,657,132,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,658,1.7560137987136841,1.7675000429153442,-89,0.09173064488990634,0.027121728286147118,-0.6299638946851095,0.7216945395750158,0.5035963654518127,0.005379518000000001,DIAG_NAV,660,avoidance,-10.571956792846322,-11.33935010433197,0.0,0.0,22.273247057168433,-3.7001848774962123,-3.7001848774962123,-10.571956792846322,132,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,661
132,nav_dryrun,dryrun,133,1.7,0.0,133,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,662,133,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,663,1.7574283456802369,1.7622499465942383,-89,0.09282493799486581,0.026706630364060402,-0.626612395888158,0.7194373338830238,0.5051986575126648,0.054198088000000005,DIAG_NAV,665,avoidance,-10.58233424089849,-11.279023125986843,0.0,0.0,22.27155207398658,-3.703816984314471,-3.703816984314471,-10.58233424089849,133,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,666
133,nav_dryrun,dryrun,134,1.7,0.0,134,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,667,134,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,668,1.7339080953598023,1.7519999742507935,-89,0.09268878013187763,0.02681751362979412,-0.6249722628762909,0.7176610430081686,0.5021451711654663,0.0007477110000000001,DIAG_NAV,670,avoidance,-10.579562159255147,-11.249500731773237,0.0,0.0,22.27200484732166,-3.702846755739301,-3.702846755739301,-10.579562159255147,134,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,671
134,nav_dryrun,dryrun,135,1.7,0.0,135,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,672,135,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,673,1.6781999850273133,1.8009999990463257,-89,0.0910370923651784,0.027129799127578735,-0.6297279291366245,0.7207650215018029,0.5013042092323303,0.023742297000000002,DIAG_NAV,675,avoidance,-10.571755021810532,-11.33510272445924,0.0,0.0,22.27328001310428,-3.7001142576336856,-3.7001142576336856,-10.571755021810532,135,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,676
135,nav_dryrun,dryrun,136,1.7,0.0,136,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,677,136,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,678,1.691593050956726,1.7949999570846558,-89,0.0902591221691931,0.027097785845398903,-0.6291219168799181,0.7193810390491112,0.5021916627883911,0.047774764000000004,DIAG_NAV,680,avoidance,-10.572555353865027,-11.324194503838527,0.0,0.0,22.273149292202046,-3.700394373852759,-3.700394373852759,-10.572555353865027,136,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,681
136,nav_dryrun,dryrun,137,1.7,0.0,137,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,682,137,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,683,1.6330131387710571,0.7067499756813049,-89,0.09187233857080049,0.02725391462445259,-0.6283678172850141,0.7202401558558146,0.5022162199020386,0.070776664,DIAG_NAV,685,avoidance,-10.568652134388685,-11.310620711130253,0.0,0.0,22.27378681804985,-3.6990282470360394,-3.6990282470360394,-10.568652134388685,137,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,686
137,nav_dryrun,dryrun,138,1.7,0.0,138,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,687,138,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,688,1.7548359203338624,1.7855000495910645,-89,0.0921136358131965,0.027216782793402672,-0.6273220408269587,0.7194356766401553,0.5063413381576538,0.017950515,DIAG_NAV,690,avoidance,-10.569580430164933,-11.291796734885258,0.0,0.0,22.273635196406396,-3.699353150557726,-3.699353150557726,-10.569580430164933,138,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,691
138,nav_dryrun,dryrun,139,1.7,0.0,139,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,692,139,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,693,1.7554989433288575,1.784999966621399,-89,0.09113825412065375,0.02698887325823307,-0.6282294299818721,0.7193676841025259,0.5050554275512695,0.041758572,DIAG_NAV,695,avoidance,-10.575278168544173,-11.3081297396737,0.0,0.0,22.272704565804453,-3.70134735899046,-3.70134735899046,-10.575278168544173,139,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,696
139,nav_dryrun,dryrun,140,1.7,0.0,140,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,697,140,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,698,1.7565699481964112,1.7732499837875366,-89,0.09127207155175068,0.026986390352249146,-0.6298783126780215,0.7211503842297722,0.5044592022895813,0.012462626000000001,DIAG_NAV,700,avoidance,-10.575340241193771,-11.337809628204388,0.0,0.0,22.272694427271684,-3.7013690844178195,-3.7013690844178195,-10.575340241193771,140,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,701
140,nav_dryrun,dryrun,141,1.7,0.0,141,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,702,141,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,703,1.7573805093765258,1.7695000171661377,-89,0.09225364588201046,0.027060914784669876,-0.6322283878849417,0.7244820337669522,0.5034713745117188,0.035528657000000005,DIAG_NAV,705,avoidance,-10.573477130383253,-11.38011098192895,0.0,0.0,22.272998735370734,-3.700716995634138,-3.700716995634138,-10.573477130383253,141,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,706
141,nav_dryrun,dryrun,142,1.7,0.0,142,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,707,142,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,708,1.759882459640503,1.7654999494552612,-89,0.09004064123420154,0.027099844068288803,-0.6297402012289739,0.7197808424631754,0.5035607218742371,0.058482742000000004,DIAG_NAV,710,avoidance,-10.57250389829278,-11.33532362212153,0.0,0.0,22.27315769661218,-3.7003763644024725,-3.7003763644024725,-10.57250389829278,142,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,711
142,nav_dryrun,dryrun,143,1.7,0.0,143,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,712,143,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,713,1.7560765647888184,1.753999948501587,-89,0.09159283376499719,0.026979833841323853,-0.6273451744779652,0.7189380082429624,0.5023951530456543,0.0054044440000000004,DIAG_NAV,715,avoidance,-10.575504153966904,-11.292213140603375,0.0,0.0,22.27266765485207,-3.701426453888416,-3.701426453888416,-10.575504153966904,143,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,716
