stamp_sec,stamp_nanosec,x_m,y_m,yaw_rad,vx_mps,vy_mps,yaw_rate_rps,planner_state,tracker_state,path_age_s,path_deviation_m,fusion_confidence,desired_speed_pct,applied_speed_pct,desired_steering_deg,applied_steering_deg,bridge_state
1775181332,81736830,-0.13274380011550485,-0.10343185939539291,0.11410545904186861,0.0,0.0,0.0,tracking,tracking,0.0,0.006672690683216727,high,0.0,0.0,0.0,0.0,tracking
1775181332,158779269,-0.11667995005887678,-0.10001805926877491,0.09154704463191338,0.0,0.0,0.0,tracking,tracking,0.0,0.006672690683216727,high,0.0,0.0,0.0,0.0,tracking
1775181332,235473502,-0.11748723226191367,-0.10103223215719556,0.09637975315491748,0.0,0.0,0.0,tracking,tracking,0.0,0.006672690683216727,high,0.0,0.0,0.0,0.0,tracking
1775181332,288628682,-0.11691389805724302,-0.10092141502038632,0.11257849107521557,0.0,0.0,0.0,tracking,tracking,0.0,0.006672690683216727,high,0.0,0.0,0.0,0.0,tracking
1775181332,366122848,-0.1295389919462106,-0.10348859255169063,0.11352259951962898,0.0,0.0,0.0,tracking,tracking,0.0,0.006672690683216727,high,15.704197011735598,0.0,19.361491092223638,1.1192189449968737,tracking
1775181332,441594199,-0.1149902126041608,-0.1019202873022974,0.09514349052360505,0.0,0.0,0.0,tracking,tracking,0.0,0.006672690683216727,high,15.704197011735598,1.092504640276946,19.361491092223638,2.2025522783302067,tracking
1775181332,517566554,-0.1121173843592059,-0.10193932813606486,0.10993351371810595,0.0,0.0,0.0,tracking,tracking,0.0,0.006672690683216727,high,15.72703390526437,1.092504640276946,19.1590135843072,3.2858856116635398,tracking
1775181332,594718032,-0.09927246136556862,-0.09928163396181475,0.10425087316871542,0.0,0.0,0.0,tracking,tracking,0.0,0.0019858514041377192,high,15.830256943562297,8.710763082623885,20.13595030122438,20.13595030122438,tracking
1775181332,671156669,-0.11553994315179959,-0.10281045604528122,0.11694303934000015,0.0,0.0,0.0,tracking,tracking,0.0,0.0019858514041377192,high,15.830256943562297,9.227409451420732,20.13595030122438,20.13595030122438,tracking
1775181332,748169757,-0.12830255837730772,-0.10286191619406548,0.10248757765983843,0.0,0.0,0.0,tracking,tracking,0.0,0.0019858514041377192,high,15.851227565357421,9.227409451420732,20.127815486111903,20.127815486111903,tracking
1775181332,824574264,-0.12890074024393022,-0.10379394258288785,0.11466962335600894,0.0,0.0,0.0,tracking,tracking,0.0,0.0019858514041377192,high,15.851227565357421,9.708626011119614,20.127815486111903,20.127815486111903,tracking
1775181332,877699981,-0.12939669428185085,-0.10248243811842098,0.10442120116577165,0.0,0.0,0.0,tracking,tracking,0.0,0.0019858514041377192,high,15.777986944955652,9.708626011119614,21.21821825342949,21.211148819445235,tracking
1775181332,953852264,-0.11548869569478544,-0.10205351289211899,0.10366119170457266,0.0,0.0,0.0,tracking,tracking,0.0,0.0019858514041377192,high,15.777986944955652,10.150360520110956,21.21821825342949,21.21821825342949,tracking
1775181333,30155837,-0.10677941385809954,-0.10113231145706782,0.1140408944458491,0.0,0.0,0.0,tracking,tracking,0.0,0.012278460193608178,high,15.933149347741981,13.20275930464504,21.940080611077565,21.940080611077565,tracking
1775181333,106191885,-0.10487474853857806,-0.10071520887707815,0.11421039460507604,0.0,0.0,0.0,tracking,tracking,0.0,0.015045775373557082,high,16.083349499275233,13.592419471184979,20.64401402732338,20.64401402732338,tracking
1775181333,183312017,-0.10943554689971721,-0.10163310541236184,0.11611933850107282,0.0,0.0,0.0,tracking,tracking,0.0,0.014377563366705612,high,16.129050163331804,13.943907847767951,20.73141510758254,20.73141510758254,tracking
1775181333,259991720,-0.12846052303635833,-0.10239846968585051,0.11274100652226375,0.0,0.0,0.0,tracking,tracking,0.0,0.007458463904278262,high,16.205856808110518,14.394585861440218,20.324916168099875,20.324916168099875,tracking
1775181333,336191585,-0.13146588316598223,-0.10190532611134125,0.10512306516386928,0.0,0.0,0.0,tracking,tracking,0.0,0.01462669414363134,high,16.33670766086325,14.646401967950906,19.63071395347509,19.63071395347509,tracking
1775181333,391338968,-0.12422286527352078,-0.10076659089477598,0.10480378587436363,0.0,0.0,0.0,tracking,tracking,0.0,0.01715326851001911,high,16.373863458849893,14.884779220408433,19.405956178101658,19.405956178101658,tracking
1775181333,466187320,-0.11469069217187984,-0.10335171721875389,0.0955813557514756,0.0,0.0,0.0,tracking,tracking,0.0,0.01939406052533119,high,16.119387543836055,15.003933333966163,22.053106259192482,20.415848360065336,tracking
1775181333,541886680,-0.11466166384471298,-0.10029288806036271,0.11135958232065857,0.0,0.0,0.0,tracking,tracking,0.0,0.015776267977034963,high,16.31030950514063,15.253023489096975,21.013022948228,21.013022948228,tracking
1775181333,618325843,-0.11466509792686012,-0.10172327266711884,0.11172906748027628,0.0,0.0,0.0,tracking,tracking,0.0,0.015039154015507202,high,16.478303822221473,15.411877261435752,19.825278656743027,19.825278656743027,tracking
1775181333,696370651,-0.1307937030132289,-0.10102953083295733,0.10516934124026282,0.0,0.0,0.0,tracking,tracking,0.0,0.018156097353331,high,16.28428085604854,15.599126425367999,22.00485801171244,22.00485801171244,tracking
1775181333,772774721,-0.1360632302356354,-0.10215986845267079,0.09674876858811529,0.0,0.0,0.0,tracking,tracking,0.0,0.004147324902518743,high,16.532408413341578,15.72805040298192,20.151743045145846,20.151743045145846,tracking
1775181333,848871178,-0.13137459331880513,-0.10241158618522148,0.10832121695896652,0.0,0.0,0.0,tracking,tracking,0.0,0.019429875260870876,high,16.675561679144252,15.838011306270246,19.155990049484192,19.155990049484192,tracking
1775181333,924073014,-0.12477219866854801,-0.09815547500881038,0.11142015138936937,0.0,0.0,0.0,tracking,tracking,0.0,0.014556244002339047,high,16.66098575686232,16.00593176093923,19.135031577419088,19.135031577419088,tracking
1775181333,978737208,-0.12286182491984693,-0.1021981588662277,0.10418315920818075,0.0,0.0,0.0,tracking,tracking,0.0,0.0084079637951278,high,16.708416963738358,16.102296835579867,18.7364487141169,18.7364487141169,tracking
1775181334,54571994,-0.1208887636515912,-0.10005671603110687,0.10975219519046614,0.0,0.0,0.0,tracking,tracking,0.0,0.010853138080986,high,16.56774788989873,16.242756245521555,19.74834504566867,19.74834504566867,tracking
1775181334,130651326,-0.11607408411395198,-0.09544069045920354,0.12364732595198805,0.0,0.0,0.0,tracking,tracking,0.0,0.008979763619600088,high,16.622898133313903,16.316538562258692,19.35918301786346,19.35918301786346,tracking
1775181334,207544389,-0.11220992103441675,-0.09880035971396502,0.11140447122735157,0.0,0.0,0.0,tracking,tracking,0.0,0.005802449960687928,high,16.75611393704868,16.42461646045629,18.262356502194073,18.262356502194073,tracking
1775181334,284077448,-0.10584722449277449,-0.09664963905598804,0.12038380153791546,0.0,0.0,0.0,tracking,tracking,0.0,0.0058180264028381695,high,16.55605016298452,16.464491502659097,19.712315222271954,19.712315222271954,tracking
1775181334,361193069,-0.10659751073520252,-0.09720134907585377,0.12470950840350702,0.0,0.0,0.0,tracking,tracking,0.0,0.01127123069517598,high,16.566084777143153,16.49082582689501,19.775359754696684,19.775359754696684,tracking
1775181334,436297355,-0.12565770332903262,-0.09766627338680868,0.11044449089761933,0.0,0.0,0.0,tracking,tracking,0.0,0.01858552359777916,high,16.759102909705017,16.52017585849285,18.397285042134662,18.397285042134662,tracking
1775181334,513163806,-0.11954231862956065,-0.09459917360369978,0.13182388450487,0.0,0.0,0.0,tracking,tracking,0.0,0.005483036359004027,high,16.571661243899356,16.557399996064873,19.669960241415712,19.669960241415712,tracking
1775181334,568338875,-0.10620613631343993,-0.09171700232978519,0.1233183778205491,0.0,0.0,0.0,tracking,tracking,0.0,0.011015554357905648,high,16.668903744666927,16.565483671437754,18.96829497804009,18.96829497804009,tracking
1775181334,643295474,-0.10509961665157722,-0.09040616299588752,0.13915240526245556,0.0,0.0,0.0,tracking,tracking,0.0,0.008067311923646112,high,16.796072435642277,16.610313739742907,17.879378725277235,17.879378725277235,tracking
1775181334,719808774,-0.10237595465678506,-0.08661185218057471,0.14828412001384536,0.0,0.0,0.0,tracking,tracking,0.0,0.0073144382845907645,high,16.905815745419858,16.681168446873713,16.90178375052084,16.90178375052084,tracking
1775181334,796324537,-0.1004440784496828,-0.08471853863460967,0.15132238911388757,0.0,0.0,0.0,tracking,tracking,0.0,0.011242658654002745,high,17.241320406251287,16.713972296724933,14.755129669132803,15.691371861191778,tracking
1775181334,872167478,-0.10037974838019623,-0.08268807084744294,0.1546307801403463,0.0,0.0,0.0,tracking,tracking,0.0,0.008908303204536488,high,17.311734341792697,16.865583311966123,13.81236628983169,13.81236628983169,tracking
1775181334,949067078,-0.09270279843622498,-0.07860891419721813,0.15175714944652577,0.0,0.0,0.0,tracking,tracking,0.0,0.008510107004464506,high,17.429294992675402,16.999134804938258,12.612752804781463,12.612752804781463,tracking
1775181335,26113187,-0.09420423540871184,-0.07892819421451501,0.1570927948733889,0.0,0.0,0.0,tracking,tracking,0.0,0.014455676271388334,high,17.526623999648326,17.100195776423234,11.803019808441013,11.803019808441013,tracking
1775181335,80495061,-0.09327289686966543,-0.07065436364419711,0.16515570683696618,0.0,0.0,0.0,tracking,tracking,0.0,0.015717234482715878,high,17.578733134755915,17.194582343839457,11.249940533171632,11.249940533171632,tracking
1775181335,154763788,-0.07011352831862586,-0.06489797576385309,0.1985158656968135,0.0,0.0,0.0,tracking,tracking,0.0,0.007733526679802034,high,18.13153756585242,17.407355969660273,8.881120807725384,8.881120807725384,tracking
1775181335,232425401,-0.07119377303597844,-0.060216937535244,0.21134485080848633,0.0,0.0,0.0,tracking,tracking,0.0,0.013367665360957872,high,19.111202653626606,17.691311761456348,5.55202199602135,5.55202199602135,tracking
1775181335,308187921,-0.07155142558236974,-0.0551226144594845,0.2120866698802567,0.0,0.0,0.0,tracking,tracking,0.0,0.013290569907766923,high,19.97992311425226,18.10137040816178,0.0,2.3004725043593224,tracking
1775181335,384384242,-0.04523566401087112,-0.04650155709717669,0.25185689850324705,0.0,0.0,0.0,tracking,tracking,0.0,0.013751465435871416,high,19.107017963255,18.377474739691817,-2.221593922547104,-2.221593922547104,tracking
1775181335,461301403,-0.042921962378635964,-0.040823820749829334,0.2506370940643577,0.0,0.0,0.0,tracking,tracking,0.0,0.016573814250209387,high,18.143354484500094,18.455472710269042,-3.5948866212976713,-3.5948866212976713,tracking
1775181335,537549372,-0.0509418584585552,-0.03705236987667118,0.22518004238800676,0.0,0.0,0.0,tracking,tracking,0.0,0.020956862190497704,high,17.690219756902238,18.359285300416126,-5.6204302074909815,-5.6204302074909815,tracking
1775181335,614116863,-0.03736688218963623,-0.028198492632948102,0.24466076658297506,0.0,0.0,0.0,tracking,tracking,0.0,0.019455732560560123,high,17.53479990330292,18.074293030514234,-8.50093318388959,-8.50093318388959,tracking
1775181335,667305059,-0.032256250455904266,-0.027337246283922756,0.24412375481022644,0.0,0.0,0.0,tracking,tracking,0.0,0.02785250570696528,high,16.96323663712006,17.956872402674293,-11.117703959438362,-10.667599850556257,tracking
1775181335,743989495,-0.010457004538631392,-0.026527914966199495,0.21650763185824892,0.0,0.0,0.0,tracking,tracking,0.0,0.02768315283442987,high,16.70277938622018,17.81646188485351,-14.035460028637008,-13.022645184613808,tracking
1775181335,821037973,0.012156837976581592,-0.02069453283582602,0.22069067301353612,0.0,0.0,0.0,tracking,tracking,0.0,0.022260845362363967,high,16.942080165550266,17.618905463649142,-13.889554628029783,-13.889554628029783,tracking
1775181335,897648742,0.03423761825038915,-0.017916184581308184,0.19716851080870865,0.0,0.0,0.0,tracking,tracking,0.0,0.028263126392689127,high,16.64274075196074,17.379962030000907,-16.626009000772218,-16.626009000772218,tracking
1775181335,973388558,0.05379498276222499,-0.012274122739151044,0.17574336800657142,0.0,0.0,0.0,tracking,tracking,0.0,0.022834791673542146,high,16.615605419842296,17.182404015932335,-17.96918208113728,-17.96918208113728,tracking
1775181336,50443754,0.0903789986080684,-0.010263477535863708,0.17357622471075218,0.0,0.0,0.0,tracking,tracking,0.0,0.021866344367751582,high,16.638444464336132,17.03910201606851,-18.263955056884647,-18.263955056884647,tracking
1775181336,127132992,0.11627953265240734,-0.004823222462700505,0.15185492913503798,0.0,0.0,0.0,tracking,tracking,0.0,0.021866344367751582,high,16.638444464336132,17.00977070038514,-18.42611441885848,-18.42611441885848,tracking
1775181336,203978454,0.1516866427740001,-0.003439636968509449,0.14369741378055859,0.0,0.0,0.0,tracking,tracking,0.0,0.036333595159773,high,16.168447365352552,16.749655519676946,-23.834253940999012,-23.834253940999012,tracking
1775181336,255951467,0.1775949165155806,-0.0010443957475057275,0.11697875266041241,0.0,0.0,0.0,tracking,tracking,0.0,0.03741598913325431,high,16.20475510390646,16.66732568356777,-23.787308991968164,-23.787308991968164,tracking
1775181336,332629020,0.20646649241538573,0.0029639858923344864,0.10089717220517905,0.0,0.0,0.0,tracking,tracking,0.0,0.04664260635694336,high,16.187844409655145,16.59938821875807,-24.548314293591645,-24.548314293591645,tracking
1775181336,409320091,0.2344478152668488,0.0028158360152885226,0.09539363184476064,0.0,0.0,0.0,tracking,tracking,0.0,0.05298342931919444,high,16.252862953558335,16.48365026249277,-24.18142422022086,-24.18142422022086,tracking
1775181336,485570139,0.274101128391688,0.004998009649030868,0.09120630158632308,0.0,0.0,0.0,tracking,tracking,0.0,0.05678891260406615,high,16.337978606305477,16.44998746961062,-23.380939503305516,-23.380939503305516,tracking
1775181336,562042504,0.30377252356267487,0.002241764407232963,0.07218865623996173,0.0,0.0,0.0,tracking,tracking,0.0,0.05972023876846942,high,16.575295955995283,16.46845055794258,-20.943495844497463,-20.943495844497463,tracking
1775181336,639375082,0.3343412727138321,0.0019728313243660422,0.06716201202447299,0.0,0.0,0.0,tracking,tracking,0.0,0.0663769225851614,high,16.75915168874381,16.502740442967784,-19.179057273421886,-19.179057273421886,tracking
1775181336,716196988,0.36379437340816073,-0.0049200648243644535,0.04562659084718088,0.0,0.0,0.0,tracking,tracking,0.0,0.06515184274321585,high,16.8005026375455,16.557139397239386,-18.258119261773373,-18.258119261773373,tracking
