pose_index,stamp_sec,stamp_nanosec,x_m,y_m,yaw_rad
517,189,567000000,0.339116631,2.566183442,-3.092282401
518,189,634000000,0.310257432,2.564791913,-3.091949900
519,189,700000000,0.283287958,2.563465018,-3.091833245
520,189,800000000,0.257292194,2.562150958,-3.091960887
521,189,867000000,0.233616646,2.560981647,-3.091907813
522,189,935000000,0.207798796,2.559683253,-3.092019155
523,190,0,0.180809618,2.558356323,-3.091927222
524,190,69000000,0.151718083,2.556888538,-3.092082011
525,190,134000000,0.111488982,2.554900530,-3.092090613
526,190,200000000,0.085083761,2.553657664,-3.091566399
527,190,334000000,0.063378560,2.552568204,-3.091547927
528,190,434000000,0.037112440,2.551233975,-3.091694859
529,190,500000000,0.014895310,2.550122814,-3.091706291
530,190,567000000,-0.007977586,2.548985792,-3.091662407
531,190,667000000,-0.029772264,2.547872851,-3.091822421
532,190,734000000,-0.064572055,2.546131041,-3.091930353
533,190,802000000,-0.093305395,2.544710425,-3.091834577
534,190,870000000,-0.121600962,2.543293496,-3.091884317
535,190,934000000,-0.151179343,2.541831820,-3.091798053
536,191,3000000,-0.181031581,2.540327250,-3.091934960
537,191,68000000,-0.216026718,2.538591037,-3.091913392
538,191,134000000,-0.251006107,2.536891298,-3.091600705
539,191,234000000,-0.275331406,2.535666634,-3.091608895
540,191,300000000,-0.300387631,2.534408080,-3.091667900
541,191,400000000,-0.329372675,2.532959363,-3.091649465
542,191,534000000,-0.350832325,2.531892793,-3.091581047
543,191,734000000,-0.372140297,2.530813083,-3.091675560
544,191,902000000,-0.392536242,2.529769668,-3.091857433
545,191,967000000,-0.417827393,2.528505878,-3.091920169
546,192,34000000,-0.442280707,2.527283569,-3.091939010
547,192,100000000,-0.473396749,2.525750726,-3.091864731
548,192,200000000,-0.496917462,2.524594092,-3.091721429
549,192,434000000,-0.520731781,2.523393184,-3.091799563
550,192,534000000,-0.547624189,2.522037660,-3.091927473
551,192,600000000,-0.570169780,2.520920882,-3.091897480
552,192,667000000,-0.590586261,2.519889530,-3.092010657
553,192,734000000,-0.624083521,2.518204057,-3.092227276
554,192,767000000,-0.652310682,2.516795744,-3.092362986
555,192,800000000,-0.681454427,2.515373376,-3.092291249
556,192,834000000,-0.702521041,2.514361478,-3.092069954
557,192,867000000,-0.725297291,2.513284463,-3.091649849
558,192,967000000,-0.759660878,2.511573354,-3.091543875
559,193,34000000,-0.782559418,2.510432612,-3.091499344
560,193,100000000,-0.812200890,2.508922003,-3.091700499
561,193,135000000,-0.833697426,2.507834041,-3.091825665
562,193,167000000,-0.856804552,2.506693528,-3.091770230
563,193,201000000,-0.876895337,2.505687781,-3.091775361
564,193,234000000,-0.902287981,2.504413725,-3.091841744
565,193,301000000,-0.937354649,2.502700147,-3.091527214
566,193,367000000,-0.976213271,2.500733866,-3.091702374
567,193,400000000,-1.006735066,2.499213741,-3.091704968
568,193,435000000,-1.034014517,2.497859521,-3.091627771
569,193,468000000,-1.061448720,2.496475654,-3.091731096
570,193,501000000,-1.086984249,2.495203596,-3.091730406
571,193,534000000,-1.116345229,2.493757554,-3.091544523
572,193,600000000,-1.150923630,2.492056728,-3.091220435
573,193,667000000,-1.178405156,2.490650906,-3.091352724
574,193,700000000,-1.200807552,2.489501568,-3.091548310
575,193,734000000,-1.223151031,2.488394309,-3.091486898
576,193,767000000,-1.245385860,2.487308484,-3.091254754
577,193,835000000,-1.281788015,2.485459666,-3.091337742
578,193,900000000,-1.329501800,2.483065829,-3.091350941
579,193,934000000,-1.357318568,2.481666119,-3.091331247
580,193,967000000,-1.382059072,2.480417194,-3.091373523
581,194,0,-1.414290300,2.478805474,-3.091333982
582,194,34000000,-1.440145803,2.477527431,-3.091130536
583,194,100000000,-1.481354530,2.475442412,-3.091107245
584,194,134000000,-1.514327213,2.473765548,-3.091224961
585,194,172000000,-1.550902405,2.471918315,-3.091296396
586,194,200000000,-1.582079043,2.470345825,-3.091350231
587,194,234000000,-1.620687179,2.468418222,-3.091273667
588,194,268000000,-1.661181771,2.466402810,-3.091033184
589,194,334000000,-1.708341307,2.464021167,-3.090869416
590,194,367000000,-1.736463028,2.462617381,-3.090700416
591,194,400000000,-1.760897432,2.461398063,-3.090469518
592,194,467000000,-1.788528138,2.460005167,-3.090244205
593,194,600000000,-1.818491534,2.458454692,-3.090292338
594,194,669000000,-1.842405157,2.457204508,-3.090458744
595,194,734000000,-1.880536433,2.455614240,-3.092897124
596,194,802000000,-1.911103895,2.454633876,-3.095672593
597,194,867000000,-1.935989644,2.453585627,-3.096126613
598,195,34000000,-1.962836327,2.452363402,-3.096182650
599,195,200000000,-1.986422269,2.451286215,-3.096215854
600,195,335000000,-2.009317164,2.450227458,-3.096343517
601,195,467000000,-2.031658271,2.449211207,-3.096368703
602,195,534000000,-2.053547639,2.448196447,-3.096565791
603,195,600000000,-2.092256600,2.446442386,-3.096691920
604,195,634000000,-2.121900217,2.445114168,-3.096687433
605,195,667000000,-2.144731425,2.444083315,-3.096705569
606,195,700000000,-2.173341490,2.442790922,-3.096776519
607,195,735000000,-2.206687454,2.441288977,-3.096857542
608,195,767000000,-2.234863906,2.440051093,-3.096695943
609,195,800000000,-2.263515981,2.438816019,-3.096272936
610,195,834000000,-2.285268967,2.437895801,-3.095750295
611,195,902000000,-2.310185286,2.436823250,-3.095163418
612,196,0,-2.334642873,2.435686054,-3.095152574
613,196,102000000,-2.354871994,2.434739230,-3.095200429
614,196,200000000,-2.389386484,2.433111037,-3.095425129
615,196,269000000,-2.427149795,2.431399392,-3.095191387
616,196,367000000,-2.457604079,2.429972835,-3.095248842
617,196,434000000,-2.496958224,2.428133751,-3.095408576
618,196,467000000,-2.526575870,2.426761104,-3.095470922
619,196,500000000,-2.553323303,2.425533234,-3.095438886
620,196,535000000,-2.580600775,2.424268972,-3.095455644
621,196,567000000,-2.605469761,2.423123633,-3.095438002
622,196,600000000,-2.633805504,2.421836009,-3.095243545
623,196,667000000,-2.674652417,2.419927759,-3.095309815
624,196,700000000,-2.704808445,2.418524446,-3.095393435
625,196,735000000,-2.737404846,2.417036002,-3.095280422
626,196,767000000,-2.759525438,2.416026119,-3.095140811
627,196,800000000,-2.781157404,2.415044389,-3.094920426
628,196,834000000,-2.801728880,2.414091830,-3.094820431
629,196,900000000,-2.848581977,2.411885262,-3.094968825
630,196,934000000,-2.871379142,2.410837490,-3.094861995
631,196,967000000,-2.896971553,2.409653183,-3.094731257
632,197,1000000,-2.921269274,2.408519021,-3.094687795
633,197,34000000,-2.941884995,2.407567524,-3.094532617
634,197,100000000,-2.970182147,2.406242822,-3.094440598
635,197,167000000,-2.998328335,2.404916748,-3.094403505
636,197,267000000,-3.029376131,2.403436696,-3.094473146
637,197,334000000,-3.069128947,2.401536634,-3.094731191
638,197,367000000,-3.097571644,2.400199248,-3.094792016
639,197,405000000,-3.132954020,2.398537330,-3.094867578
640,197,434000000,-3.165641930,2.397015291,-3.094836767
641,197,467000000,-3.193764676,2.395713119,-3.094698858
642,197,500000000,-3.214074506,2.394779381,-3.094521955
643,197,568000000,-3.245197227,2.393362097,-3.094068197
644,197,667000000,-3.265481781,2.392398912,-3.094024050
