stamp_sec,stamp_nanosec,frame_id,child_frame_id,x_m,y_m,yaw_rad,vx_mps,vy_mps,yaw_rate_rps
2,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,100000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,134000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,169000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,200000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,234000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,267000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,301000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,334000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,367000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,400000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,434000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,467000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,500000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,534000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,567000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,600000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,634000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,667000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,701000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,734000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,767000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,800000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,834000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,867000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,900000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,934000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
3,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,100000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,134000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,167000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,200000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,234000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,267000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,300000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,334000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,367000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,400000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,434000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,467000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,500000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,537000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,567000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,600000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,634000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,667000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,700000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,734000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,767000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,800000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,834000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,867000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,900000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,934000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
4,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,101000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,134000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,167000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,200000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,234000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,267000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,300000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,334000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,367000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,400000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,434000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,467000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,500000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,534000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,567000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,600000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,634000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,667000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,700000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,736000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,768000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,800000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,834000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,867000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,900000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,934000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
5,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,100000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,134000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,167000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,200000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,234000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,267000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,300000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,334000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,367000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,400000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,434000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,467000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,500000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,534000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,567000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,600000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,634000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,667000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,700000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,734000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,767000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,800000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,834000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,867000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,900000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,934000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
6,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,100000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,134000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,167000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,200000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,234000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,267000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,300000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,334000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,367000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,400000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,434000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,467000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,500000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,534000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,567000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,600000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,634000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,667000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,700000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,734000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,767000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,800000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,834000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,867000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,900000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,934000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
7,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,100000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,136000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,167000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,200000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,234000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,267000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,301000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,334000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,367000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,400000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,434000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,467000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,500000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,534000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,567000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,600000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,634000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,667000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,700000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,734000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,768000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,800000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,834000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,867000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,900000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,934000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
8,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,100000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,134000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,167000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,200000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,234000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,267000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,300000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,334000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,367000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,400000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,434000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,467000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,500000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,534000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,567000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,600000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,634000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,667000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,700000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,734000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,767000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,800000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,834000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,867000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,900000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,934000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
9,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,100000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,134000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,167000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,200000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,236000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,269000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,300000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,334000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,367000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,400000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,434000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,467000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,500000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,534000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,568000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,600000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,634000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,667000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,700000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,735000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,767000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,800000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,834000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,867000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,900000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,934000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
10,967000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
11,0,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
11,34000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
11,67000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
11,100000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
11,134000000,world,base_link,-0.000000000,-2.500000000,-0.000000000,0.000000000,0.000000000,0.000000000
