stamp_sec,stamp_nanosec,ax_mps2,ay_mps2,az_mps2,gx_rps,gy_rps,gz_rps,qx,qy,qz,qw
2,936000000,0.002544117,0.037588788,9.869561962,-0.016741662,-0.025896568,0.004338159,0.000000001,0.000000000,0.000000000,1.000000000
2,944000000,-0.082954898,-0.020302571,9.782103834,-0.001773329,0.008444766,0.010693690,0.000000001,0.000000000,0.000000000,1.000000000
2,952000000,0.028376309,-0.111002533,9.874557479,-0.030507762,0.015611193,0.029891795,0.000000001,0.000000000,0.000000000,1.000000000
2,960000000,0.005854313,-0.081980566,9.951414197,-0.006364190,-0.008053964,-0.009124744,0.000000001,0.000000000,0.000000000,1.000000000
2,968000000,0.137445698,0.144139207,9.944006553,0.000095422,0.018026647,-0.007643321,0.000000001,0.000000000,0.000000000,1.000000000
2,976000000,0.115426421,-0.094975392,9.865961822,0.010343806,-0.028631455,0.002671430,0.000000001,0.000000000,0.000000000,1.000000000
2,984000000,0.023260144,-0.018544791,9.672407832,0.011029641,0.002245786,-0.002190257,0.000000001,0.000000000,0.000000000,1.000000000
2,992000000,0.081160892,-0.152268124,9.695547892,-0.011552838,0.011235115,0.000864525,0.000000001,0.000000000,0.000000000,1.000000000
3,0,0.044100815,0.001029466,9.668031195,-0.049693131,0.023980023,0.001959534,0.000000001,0.000000000,0.000000000,1.000000000
3,8000000,0.056610673,0.096141136,9.884517566,-0.015003419,0.004567522,-0.012016319,0.000000001,0.000000000,0.000000000,1.000000000
3,16000000,-0.045531518,0.108896568,9.745558351,-0.005048047,-0.006523789,0.010372007,0.000000001,0.000000000,0.000000000,1.000000000
3,24000000,0.186003758,-0.040917638,9.608193345,0.000682300,-0.011002905,-0.014244513,0.000000001,0.000000000,0.000000000,1.000000000
3,32000000,0.034359749,0.172322667,9.941728833,0.003862038,-0.010160199,-0.005095334,0.000000001,0.000000000,0.000000000,1.000000000
3,40000000,0.016147833,-0.025783646,9.846364987,-0.007744635,-0.022492565,0.004452662,0.000000001,0.000000000,0.000000000,1.000000000
3,48000000,0.048926825,0.023775743,9.852626785,-0.002690437,0.008976298,-0.005879936,0.000000001,0.000000000,0.000000000,1.000000000
3,56000000,-0.089685985,-0.024420042,9.809142219,-0.000078120,0.020044108,0.017857758,0.000000001,0.000000000,0.000000000,1.000000000
3,64000000,-0.082782881,-0.127881833,9.816745172,0.008556153,0.003851613,0.018098505,0.000000001,0.000000000,0.000000000,1.000000000
