_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
38,steering_static,steer_right_static,39,0.0,10.0,39,6.8,steering_static,10.0,10.0,7.8,10.0,1.0,18.0,steer_right_static,DIAG_STEER,192,39,7.5,steering_static,7.5,False,0.0,steer_right_static,DIAG_MOTOR,193,1.742996563082156,1.6575000286102295,-89,0.594970143503613,0.445345938205719,0.4164707874453146,0.17849935605829836,0.09239925444126129,0.06559192500000001,DIAG_NAV,195,avoidance,8.823667094111443,7.496474174015663,0.0,6.0,22.558801041295133,3.088283482939005,3.088283482939005,8.823667094111443,39,0.0,0.0,steering_static,steer_right_static,0.0,0.0,0.0,0.0,DIAG_POSE,196
39,steering_static,steer_center_static_end,40,0.0,0.0,40,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,197,40,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,198,1.7080528835455577,1.5355000495910645,-89,0.5968387921651205,0.4454416334629059,0.41682504395059516,0.18001374821452534,0.09331746399402618,0.012657598,DIAG_NAV,200,avoidance,8.803104236721992,7.502850791110713,0.0,4.0,22.56215964133541,3.0810864828526974,3.0810864828526974,8.803104236721992,40,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,201
40,steering_static,steer_center_static_end,41,0.0,0.0,41,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,202,41,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,203,1.7129260847965877,1.5355000495910645,-89,0.5991127358542548,0.448722779750824,0.4230414142990424,0.17607132155521243,0.09265625476837158,0.035551534,DIAG_NAV,205,avoidance,8.90166312456131,7.614745457382764,0.0,2.0,22.546061689654987,3.1155820935964584,3.1155820935964584,8.90166312456131,41,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,206
41,steering_static,steer_center_static_end,42,0.0,0.0,42,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,207,42,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,208,1.7129260847965877,1.5355000495910645,-89,0.5991127358542548,0.448722779750824,0.4230414142990424,0.17607132155521243,0.09265625476837158,0.180063254,DIAG_NAV,210,avoidance,8.90166312456131,7.614745457382764,0.0,2.0,22.546061689654987,3.1155820935964584,3.1155820935964584,8.90166312456131,42,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,211
42,steering_static,steer_center_static_end,43,0.0,0.0,43,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,212,43,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,213,1.7148558348417282,1.5457500219345093,-89,0.5979651868343353,0.44610974192619324,0.4187450760719823,0.17922011076235303,0.09354355186223984,0.0042716030000000006,DIAG_NAV,215,avoidance,8.814154751598835,7.537411369295682,0.0,5.0,22.560354723905522,3.0849541630595922,3.0849541630595922,8.814154751598835,43,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,216
43,steering_static,steer_center_static_end,44,0.0,0.0,44,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,217,44,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,218,1.7067933231592178,1.5457500219345093,-89,0.598924434847302,0.44589337706565857,0.42215151943607276,0.17677291541122922,0.09291118383407593,0.028918506,DIAG_NAV,220,avoidance,8.824554830789566,7.59872734984931,0.0,5.0,22.55865604430437,3.088594190776348,3.088594190776348,8.824554830789566,44,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,221
44,steering_static,steer_center_static_end,45,0.0,0.0,45,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,222,45,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,223,1.717117781440417,1.5577499866485596,-89,0.5960926896995968,0.44536519050598145,0.4174837823494587,0.17860890735013812,0.09322572499513626,0.051457702,DIAG_NAV,225,avoidance,8.80348663777113,7.514708082290257,0.0,5.0,22.562097182497382,3.0812203232198954,3.0812203232198954,8.80348663777113,45,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,226
45,steering_static,steer_center_static_end,46,0.0,0.0,46,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,227,46,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,228,1.7173613508542378,1.5577499866485596,-89,0.5968047287729051,0.4458984434604645,0.42027120197715323,0.1765335267957519,0.09281570464372635,0.07322514100000001,DIAG_NAV,230,avoidance,8.827068470418453,7.564881635588758,0.0,5.0,22.55824548316499,3.0894739646464586,3.0894739646464586,8.827068470418453,46,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,231
46,steering_static,steer_center_static_end,47,0.0,0.0,47,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,232,47,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,233,1.7215149650971096,1.5720000267028809,-89,0.5958120299710168,0.446397066116333,0.41844109458471435,0.17737093538630241,0.09310058504343033,0.020153551000000002,DIAG_NAV,235,avoidance,8.832412026822567,7.531939702524858,0.0,5.0,22.557372702285647,3.0913442093878984,3.0913442093878984,8.832412026822567,47,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,236
47,steering_static,steer_center_static_end,48,0.0,0.0,48,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,237,48,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,238,1.7215149650971096,1.5720000267028809,-89,0.5958120299710168,0.446397066116333,0.41844109458471435,0.17737093538630241,0.09310058504343033,0.162546239,DIAG_NAV,240,avoidance,8.832412026822567,7.531939702524858,0.0,5.0,22.557372702285647,3.0913442093878984,3.0913442093878984,8.832412026822567,48,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,241
48,steering_static,steer_center_static_end,49,0.0,0.0,49,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,242,49,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,243,1.7338251134623652,1.6365000009536743,-89,0.5985718184047275,0.44747206568717957,0.4222165374000088,0.1763552810047187,0.0929381251335144,0.033086474000000005,DIAG_NAV,245,avoidance,8.863348513841629,7.599897673200158,0.0,4.0,22.5523197427392,3.10217197984457,3.10217197984457,8.863348513841629,49,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,246
49,steering_static,steer_center_static_end,50,0.0,0.0,50,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,247,50,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,248,1.7418528484261555,1.6610000133514404,-89,0.5939802553918626,0.44519713521003723,0.4157871751711259,0.1781930802207367,0.09300544857978821,0.014198278000000002,DIAG_NAV,250,avoidance,8.804792165756226,7.484169153080266,0.0,4.0,22.561883946259815,3.081677258014679,3.081677258014679,8.804792165756226,50,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,251
50,steering_static,steer_center_static_end,51,0.0,0.0,51,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,252,51,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,253,1.7182993094126384,1.5579999685287476,-89,0.5949888653225369,0.4471103250980377,0.417213620527897,0.17777524479463988,0.0924295112490654,0.037025598,DIAG_NAV,255,avoidance,8.867020346224308,7.509845169502146,0.0,2.0,22.551720010116696,3.103457121178508,3.103457121178508,8.867020346224308,51,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,256
51,steering_static,steer_center_static_end,52,0.0,0.0,52,6.8,steering_static,0.0,0.0,6.8,0.0,1.0,18.0,steer_center_static_end,DIAG_STEER,257,52,7.5,steering_static,7.5,False,0.0,steer_center_static_end,DIAG_MOTOR,258,1.718074768781662,1.5579999685287476,-89,0.5961694399515788,0.4475557506084442,0.41776754274672157,0.17840189720485725,0.09304676949977875,0.060538654000000004,DIAG_NAV,260,avoidance,8.862724527716637,7.519815769440989,0.0,5.0,22.552421660472948,3.101953584700823,3.101953584700823,8.862724527716637,52,0.0,0.0,steering_static,steer_center_static_end,0.0,0.0,0.0,0.0,DIAG_POSE,261
