t_s,monotonic_s,motor_pwm_dir_exists,motor_period_ns,motor_duty_cycle_ns,motor_enabled,steering_pwm_dir_exists,steering_period_ns,steering_duty_cycle_ns,steering_enabled
6.181155215999979,475.184880181,1,20000000,1500000,1,1,20000000,1640000,1
6.201769671000022,475.205494636,1,20000000,1500000,1,1,20000000,1640000,1
6.222358532999976,475.226083498,1,20000000,1500000,1,1,20000000,1640000,1
6.242952489000004,475.246677454,1,20000000,1500000,1,1,20000000,1640000,1
6.263510092999979,475.267235058,1,20000000,1500000,1,1,20000000,1640000,1
6.283813850999991,475.287538816,1,20000000,1500000,1,1,20000000,1640000,1
6.304129257,475.307854222,1,20000000,1500000,1,1,20000000,1640000,1
6.324502327999994,475.328227293,1,20000000,1500000,1,1,20000000,1640000,1
6.344828715000006,475.34855368,1,20000000,1500000,1,1,20000000,1640000,1
6.365148841999996,475.368873807,1,20000000,1500000,1,1,20000000,1640000,1
6.3855757090000225,475.389300674,1,20000000,1500000,1,1,20000000,1640000,1
6.406238163000012,475.409963128,1,20000000,1500000,1,1,20000000,1640000,1
6.426825673999986,475.430550639,1,20000000,1500000,1,1,20000000,1640000,1
6.448541438999996,475.452266404,1,20000000,1500000,1,1,20000000,1640000,1
6.469137226999976,475.472862192,1,20000000,1500000,1,1,20000000,1640000,1
6.489485188000003,475.493210153,1,20000000,1500000,1,1,20000000,1640000,1
6.5098149450000165,475.51353991,1,20000000,1500000,1,1,20000000,1640000,1
6.530141405999984,475.533866371,1,20000000,1500000,1,1,20000000,1640000,1
6.550491106999971,475.554216072,1,20000000,1500000,1,1,20000000,1640000,1
6.570830235000017,475.5745552,1,20000000,1500000,1,1,20000000,1640000,1
6.591395449999993,475.595120415,1,20000000,1500000,1,1,20000000,1640000,1
6.611939072999974,475.615664038,1,20000000,1500000,1,1,20000000,1640000,1
6.632591434999995,475.6363164,1,20000000,1500000,1,1,20000000,1640000,1
6.65320757500001,475.65693254,1,20000000,1500000,1,1,20000000,1640000,1
6.6737775859999715,475.677502551,1,20000000,1500000,1,1,20000000,1640000,1
6.694093954999971,475.69781892,1,20000000,1500000,1,1,20000000,1640000,1
6.714418416000001,475.718143381,1,20000000,1500000,1,1,20000000,1640000,1
6.7347534689999975,475.738478434,1,20000000,1500000,1,1,20000000,1640000,1
6.755094859999986,475.758819825,1,20000000,1500000,1,1,20000000,1640000,1
6.775414904999991,475.77913987,1,20000000,1500000,1,1,20000000,1640000,1
6.795924205000006,475.79964917,1,20000000,1500000,1,1,20000000,1640000,1
6.816501764000009,475.820226729,1,20000000,1500000,1,1,20000000,1640000,1
6.8370135089999735,475.840738474,1,20000000,1500000,1,1,20000000,1640000,1
6.85749519899997,475.861220164,1,20000000,1500000,1,1,20000000,1640000,1
6.878063202000021,475.881788167,1,20000000,1500000,1,1,20000000,1640000,1
6.898346767000021,475.902071732,1,20000000,1500000,1,1,20000000,1640000,1
6.918685273999984,475.922410239,1,20000000,1500000,1,1,20000000,1640000,1
6.939082337000002,475.942807302,1,20000000,1500000,1,1,20000000,1640000,1
6.959829818000003,475.963554783,1,20000000,1500000,1,1,20000000,1640000,1
6.9801657890000115,475.983890754,1,20000000,1500000,1,1,20000000,1640000,1
7.000530425000022,476.00425539,1,20000000,1500000,1,1,20000000,1640000,1
7.020778582999981,476.024503548,1,20000000,1500000,1,1,20000000,1640000,1
7.041127813000003,476.044852778,1,20000000,1500000,1,1,20000000,1640000,1
7.061374210999986,476.065099176,1,20000000,1500000,1,1,20000000,1640000,1
7.08168133099997,476.085406296,1,20000000,1500000,1,1,20000000,1640000,1
7.101945765999972,476.105670731,1,20000000,1500000,1,1,20000000,1640000,1
7.1222684219999906,476.125993387,1,20000000,1500000,1,1,20000000,1640000,1
7.1425686160000055,476.146293581,1,20000000,1500000,1,1,20000000,1640000,1
7.16284234699998,476.166567312,1,20000000,1500000,1,1,20000000,1640000,1
7.183139188999974,476.186864154,1,20000000,1500000,1,1,20000000,1640000,1
7.203455437999992,476.207180403,1,20000000,1500000,1,1,20000000,1640000,1
7.22374509399998,476.227470059,1,20000000,1500000,1,1,20000000,1640000,1
7.24409373200001,476.247818697,1,20000000,1500000,1,1,20000000,1640000,1
