monitor_t_s,monitor_monotonic_s,in_active_window,phase,expected_motor_speed_pct,expected_motor_duty_cycle_ns,actual_motor_duty_cycle_ns,duty_cycle_delta_ns,expected_motor_enabled,actual_motor_enabled,motor_enabled_mismatch,expected_steering_duty_cycle_ns,actual_steering_duty_cycle_ns,expected_steering_enabled,actual_steering_enabled
5.56037260800008,1846.463316806,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.581079867000199,1846.484024065,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.601442719000033,1846.504386917,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.621798478000073,1846.524742676,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.642162978000215,1846.545107176,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.66255101500019,1846.565495213,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.6829201450000255,1846.585864343,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.703268015000049,1846.606212213,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.723601663000181,1846.626545861,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.743925608000154,1846.646869806,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.7642607560001125,1846.667204954,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.784595052000213,1846.68753925,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.80495744100017,1846.707901639,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.825324330000058,1846.728268528,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.845662885000138,1846.748607083,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.866028774000142,1846.768972972,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.886362034000058,1846.789306232,1,drive_pulse,40.0,1700000,1700000,0,1,1,0,1640000,1640000,1,1
5.906856367000046,1846.809800565,0,drive_pulse,40.0,1700000,1500000,-200000,1,1,0,1640000,1640000,1,1
5.9273979410002084,1846.830342139,0,drive_pulse,40.0,1700000,1500000,-200000,1,1,0,1640000,1640000,1,1
5.947775274000151,1846.850719472,0,drive_pulse,40.0,1700000,1500000,-200000,1,1,0,1640000,1640000,1,1
5.968150941000204,1846.871095139,0,drive_pulse,40.0,1700000,1500000,-200000,1,1,0,1640000,1640000,1,1
5.988503645000037,1846.891447843,0,drive_pulse,40.0,1700000,1500000,-200000,1,1,0,1640000,1640000,1,1
6.008910848000141,1846.911855046,0,drive_pulse,40.0,1700000,1500000,-200000,1,1,0,1640000,1640000,1,1
