x_m,y_m,hit_count
-3.138627198,-0.452029050,2
-3.142408665,-0.437768603,1
-3.135786325,0.604260381,2
-3.148590974,0.699811339,1
-3.146245909,3.357820617,1
-3.144757197,3.387720096,1
-3.135861794,3.473527599,2
-3.138547362,3.504481339,5
-3.137424893,3.535717694,6
-3.137116645,3.578364242,3
-3.123167953,3.604537091,1
-3.157863170,4.790793336,1
-3.138053512,4.868047923,9
-3.136875441,4.899978271,24
-3.143691833,4.945226873,9
-3.137637509,4.975591179,20
-3.138711375,5.017263308,7
-3.145319087,5.058204330,5
-3.149186362,5.110502230,23
-3.145304749,5.145026371,472
-3.133894053,5.174253180,454
-3.125321877,5.206871111,10
-3.084652855,-0.537610978,3
-3.081306358,-0.507951625,3
-3.090320505,-0.453786162,3
-3.115331447,-0.285964951,1
-3.081362990,0.547583087,1
-3.088816615,0.604260408,2
-3.107140437,0.706963294,1
-3.100522433,3.467754898,3
-3.103617544,3.487331306,2
-3.093562110,3.549759206,4
-3.092871603,3.564548975,3
-3.098902837,3.613120409,4
-3.116349982,4.865864336,2
-3.106843977,4.903850629,3
-3.097121082,4.940748520,17
-3.101667759,4.982992719,25
-3.094599489,5.015013213,17
-3.100352838,5.058028412,8
-3.107074807,5.100188296,6
-3.107381930,5.144718904,23
-3.106455898,5.185359932,470
-3.094115773,5.214433464,471
-3.084978945,5.243568425,19
-3.061469982,-0.539265134,70
-3.068935948,-0.507079513,13
-3.066666352,-0.431588744,4
-3.056296968,-0.378599865,1
-3.061631936,0.543568111,71
-3.059066785,0.572808531,14
-3.058079156,0.606468583,1
-3.046472763,0.708642875,1
-3.066915137,3.381610410,1
-3.066338246,3.429075575,2
-3.067419321,3.501059779,3
-3.071180662,3.580110609,4
-3.065258479,3.616370736,5
-3.068261356,3.661113596,4
-3.069784675,3.702201331,2
-3.073003449,4.919216969,1
-3.071294907,4.941657893,9
-3.059737899,4.980868903,13
-3.060220061,5.025318539,26
-3.054638892,5.058342118,16
-3.060811905,5.104348784,6
-3.054881171,5.140740457,3
-3.064543395,5.186379818,19
-3.066327543,5.225901166,430
-3.054857759,5.252414874,439
-3.047827671,5.282856249,3
-3.031844651,-0.537368712,1
-3.024981618,-0.488135245,5
-3.022437977,-0.454540909,3
-3.030840877,-0.437716989,1
-3.014250910,-0.290112261,3
-3.035189133,0.538683080,1
-3.025269466,0.588809658,6
-3.019162711,0.604533561,2
-3.031270128,3.504422036,2
-3.007504140,3.573193902,2
-3.032176175,3.626291871,1
-3.025231231,3.658863969,6
-3.021032461,3.702293949,2
-3.012730849,3.744159492,4
-3.036502167,4.945497325,1
-3.028809895,4.987121801,12
-3.019640087,5.018053761,21
-3.017987220,5.060540385,34
-3.013312800,5.096578109,16
-3.018545017,5.139294527,10
-3.011365250,5.182241888,8
-3.027292342,5.228962688,24
-3.023222584,5.264881647,570
-3.012973920,5.289698847,236
-3.003637852,5.322571829,1
-2.983140830,-0.482230321,1
-2.985610396,-0.442679554,1
-2.975589526,-0.428125822,7
-2.973214522,-0.287595639,3
-2.960421785,-0.238300483,1
-2.982306612,0.597690505,1
-2.965500181,0.604414053,2
-2.990003142,0.714084624,3
-2.983956060,3.466972074,2
-2.964401854,3.526839741,1
-2.991947357,3.588548492,2
-2.983725874,3.660985856,2
-2.975685310,3.696636499,8
-2.976165584,3.744355458,2
-2.973809934,3.769603133,4
-2.982988792,5.025654862,12
-2.984179203,5.060710889,17
-2.975974893,5.099051124,41
-2.976072942,5.138456061,12
-2.971506513,5.179424261,11
-2.993681887,5.229365238,3
-2.988778339,5.272348539,91
-2.979202885,5.299108854,651
-2.967680112,5.326761278,56
-2.942621726,-0.480506831,1
-2.946297011,-0.460068634,2
-2.945003781,-0.427263402,8
-2.929782766,-0.385193932,1
-2.943264105,-0.320140114,1
-2.932867445,-0.282756737,1
-2.951240983,-0.225320514,1
-2.958220399,0.596309364,1
-2.942488767,0.602481313,3
-2.932629131,3.508475824,127
-2.930424901,3.523929118,41
-2.933481310,3.560606140,1
-2.923901015,3.614152659,2
-2.948025911,3.709289268,3
-2.941488492,3.729389344,4
-2.938619949,3.783709218,3
-2.931467160,3.817250754,5
-2.943812493,5.004630234,1
-2.945827702,5.064110113,10
-2.939115322,5.099783729,25
-2.938715305,5.136314585,35
-2.937725713,5.178959609,9
-2.942476943,5.216385077,12
-2.938439013,5.259395904,7
-2.947902552,5.309701999,249
-2.944586192,5.328992272,258
-2.901655271,-0.458518469,5
-2.906415386,-0.246352969,1
-2.899835192,0.604178657,4
-2.919657623,3.515100938,1
-2.912705664,3.530188650,5
-2.894415589,3.595071527,2
-2.890905700,3.618811562,165
-2.889101970,3.647331580,4
-2.896540924,3.746660381,12
-2.900719693,3.777998981,4
-2.894122384,3.811754758,3
-2.895365519,3.850362516,3
-2.904645362,3.886950048,1
-2.893655729,5.067641035,2
-2.908347309,5.106771903,20
-2.901266524,5.142110449,48
-2.895763258,5.177009285,33
-2.900636901,5.220203020,16
-2.897152424,5.263834759,11
-2.898364706,5.307977321,7
-2.900550075,5.339015780,11
-2.897380848,5.372246263,5
-2.859368987,-0.457707026,2
-2.857573378,-0.381805762,1
-2.864271724,-0.253569578,2
-2.855074936,0.604146119,4
-2.845413065,0.767976490,1
-2.874657426,3.589382568,1
-2.870539373,3.621120119,5
-2.870297296,3.652614937,3
-2.856133819,3.707409100,152
-2.853995894,3.728688639,22
-2.857036397,3.781944295,17
-2.859414681,3.804895328,2
-2.849869796,3.875414828,3
-2.858468309,3.904183641,8
-2.871191455,5.116580787,1
-2.861722504,5.143131960,22
-2.862860313,5.181174522,42
-2.855216801,5.215428163,26
-2.862758212,5.259510743,12
-2.860789141,5.299384555,11
-2.861748613,5.341565206,7
-2.858886098,5.369897226,4
-2.815567654,-0.545134617,73
-2.820873961,-0.513024813,12
-2.820096126,-0.479615258,2
-2.829016221,-0.438544629,2
-2.816554537,0.550096787,66
-2.814372986,0.573787139,20
-2.819283974,0.604930162,3
-2.803989635,0.709617235,1
-2.832087762,3.633334082,2
-2.824080248,3.642981408,1
-2.826255380,3.699687358,3
-2.829848742,3.744279212,3
-2.826086549,3.787175948,146
-2.808561187,3.816820877,203
-2.811086161,3.852661650,7
-2.824232170,3.907499750,5
-2.815387334,3.938797664,6
-2.803748510,3.968320297,2
-2.831801072,5.151054002,4
-2.824325462,5.184392231,10
-2.821170065,5.219304057,60
-2.816505239,5.255326637,25
-2.821943379,5.298642401,14
-2.819258530,5.333020091,9
-2.818548984,5.392493353,70
-2.813367808,5.416300094,407
-2.807587181,5.445829346,11
-2.797916048,-0.544550646,6
-2.788265236,-0.501992994,2
-2.793973663,-0.460591655,1
-2.776705212,-0.437092300,2
-2.774368970,-0.390704717,2
-2.761279486,-0.357221627,1
-2.792119577,0.544953867,1
-2.785443065,0.587460764,5
-2.783267651,0.605388834,4
-2.792778762,3.706742289,2
-2.788361232,3.743767752,2
-2.791507453,3.774041692,2
-2.788863841,3.829865727,27
-2.780353844,3.859932493,220
-2.766057977,3.893312050,131
-2.775755495,3.936253766,4
-2.777291233,3.973372695,7
-2.771472466,4.002976845,1
-2.764836583,4.912531108,5
-2.761438479,4.921648321,2
-2.770225077,5.155067730,1
-2.784493485,5.194442485,6
-2.783088481,5.228685773,28
-2.779345282,5.259543999,67
-2.779261838,5.299264824,18
-2.778257278,5.338514887,13
-2.790303229,5.377692430,5
-2.783257538,5.428169768,381
-2.774711905,5.449359914,213
-2.760390350,5.484200707,1
-2.745144552,-0.497043053,3
-2.746781268,-0.477604996,1
-2.735635725,-0.425009888,2
-2.753979349,-0.350185800,1
-2.750037239,-0.299732942,1
-2.732769839,0.598983327,1
-2.742810586,0.606921772,4
-2.744010223,0.703196401,1
-2.724927037,0.722456378,1
-2.740722629,3.779545848,4
-2.733497830,3.806407083,1
-2.748052969,3.862342031,10
-2.747183052,3.903810370,180
-2.733170319,3.937042929,185
-2.732496215,3.975035467,21
-2.736985796,4.019048624,9
-2.724473954,4.047481135,2
-2.729750501,4.874390104,433
-2.734241165,4.891974523,1235
-2.748547149,4.921451625,4
-2.727423223,5.075214928,1
-2.755190651,5.107637414,1
-2.747224123,5.195832763,3
-2.748063075,5.223702188,6
-2.746995124,5.260443525,39
-2.735856768,5.297008295,63
-2.738751829,5.337820306,20
-2.734815780,5.367144920,7
-2.753884779,5.435127328,20
-2.741482085,5.461595127,536
-2.725761736,5.487194294,87
-2.708559329,-0.493489120,2
-2.698398824,-0.469070195,2
-2.707286599,-0.435700402,1
-2.709929193,-0.339541576,2
-2.698178719,0.605518722,5
-2.701194031,0.744815432,1
-2.696084469,3.833545429,4
-2.680491609,3.863629845,1
-2.703986787,3.901909528,12
-2.712636575,3.952083706,46
-2.706657612,3.978307620,318
-2.690063895,4.013201746,170
-2.697043031,4.057468345,10
-2.685114098,4.081031060,2
-2.716864659,4.873449543,67
-2.714753719,4.889936291,158
-2.683579365,4.935198113,2
-2.718075269,5.235061735,1
-2.709701805,5.273861428,8
-2.702085743,5.303948827,64
-2.697762093,5.336747036,54
-2.692284051,5.371260254,6
-2.709098350,5.472859901,96
-2.696407069,5.496058991,437
-2.683911278,5.525029956,14
-2.644849925,-0.532678627,1
-2.659067673,-0.490977665,2
-2.656673071,-0.451237897,2
-2.676680524,-0.439701344,1
-2.659549832,0.606223330,3
-2.665606542,0.690071503,1
-2.663469548,3.817441051,1
-2.651806866,3.862660025,6
-2.663221520,3.900054234,5
-2.663730876,3.935471115,15
-2.669516256,3.990694955,9
-2.670217559,4.025228400,272
-2.653318882,4.060185632,317
-2.646725958,4.090257965,66
-2.661808195,4.911888565,11
-2.660496631,4.929768872,4
-2.672905314,5.045864104,2
-2.678292858,5.275731208,1
-2.670473184,5.311891133,10
-2.661000844,5.342424018,65
-2.654326138,5.370927735,36
-2.663934654,5.429407671,3
-2.656257211,5.454619643,8
-2.664369798,5.510019259,255
-2.652219400,5.530189881,264
-2.612596627,-0.549628772,65
-2.617441392,-0.505478927,2
-2.616450980,-0.471483965,2
-2.624868225,-0.436375450,1
-2.633709603,-0.355253836,1
-2.611346238,-0.316208815,1
-2.609307869,0.556948488,43
-2.611402997,0.570657022,18
-2.625708490,0.604896319,3
-2.630129880,3.828343464,1
-2.626812549,3.870466065,1
-2.625255180,3.900034598,7
-2.612861487,3.941808076,8
-2.617959585,3.978881171,19
-2.616560756,4.021878603,4
-2.635577712,4.068856472,59
-2.623002819,4.103683197,401
-2.609485113,4.134510083,272
-2.604133613,4.166993334,2
-2.603627576,4.634763375,54
-2.607710633,4.658799596,883
-2.616625044,4.685414900,1
-2.633744694,4.913664908,6
-2.633818163,4.924352056,1
-2.615327762,5.095934330,1
-2.617095924,5.252215884,1
-2.635192814,5.315792469,1
-2.627848545,5.349784419,10
-2.620399742,5.380772623,71
-2.615740402,5.413842608,32
-2.619217845,5.458190688,12
-2.619031299,5.500760231,13
-2.621432891,5.543393463,363
-2.608694654,5.566930130,56
-2.593682247,-0.552253817,21
-2.585818261,-0.511978594,6
-2.577831563,-0.462266078,2
-2.574375642,-0.433458947,2
-2.572319071,-0.300895157,1
-2.593697320,0.553949306,18
-2.587717596,0.586106619,14
-2.584696054,0.605399741,4
-2.568920704,0.703938798,2
-2.598341580,3.919394770,1
-2.579984618,3.940440975,11
-2.585853306,3.986918605,12
-2.580228836,4.011463824,6
-2.578303466,4.051239146,5
-2.587317319,4.107448658,15
-2.584887597,4.146406000,416
-2.571921849,4.173583458,345
-2.566033113,4.203946398,4
-2.592979158,4.628336791,192
-2.592820637,4.655815255,595
-2.574512591,4.684650599,4
-2.571887075,4.910558124,6
-2.576670079,4.933632265,6
-2.585814415,5.173245622,2
-2.575580043,5.229662600,1
-2.591775366,5.358702303,1
-2.588905600,5.389858621,14
-2.579229678,5.418664771,73
-2.576507377,5.456886820,29
-2.577159461,5.501902624,11
-2.591484278,5.552637236,83
-2.579378781,5.575030924,385
-2.568028536,5.601893302,4
-2.542255509,-0.504425701,4
-2.539280284,-0.463057085,2
-2.529551648,-0.429692576,1
-2.522705091,-0.385292438,1
-2.521960694,-0.356389073,1
-2.551660882,-0.311736696,1
-2.547731636,-0.210826715,1
-2.533629079,0.597238861,2
-2.536699713,0.604993674,5
-2.544009602,3.932087222,2
-2.548779597,3.968927802,4
-2.545386936,4.025210092,21
-2.541040926,4.053154830,9
-2.542745666,4.102979347,5
-2.547048532,4.150785714,11
-2.545343385,4.187074999,464
-2.532797848,4.213909488,389
-2.527801965,4.244307417,10
-2.545074885,4.668958178,8
-2.540245807,4.696570424,10
-2.536853119,4.912821492,11
-2.541623310,4.933312686,7
-2.521799940,5.021032278,1
-2.557755422,5.114864325,1
-2.528698177,5.145450058,1
-2.556489457,5.208088567,1
-2.544808274,5.277542721,1
-2.547332112,5.340741701,2
-2.552960010,5.394634982,1
-2.543320553,5.423908993,51
-2.537579301,5.457089124,79
-2.538168219,5.497849826,23
-2.537117508,5.534234215,11
-2.540182324,5.585186627,414
-2.539507669,5.603216138,30
-2.508690828,-0.503245602,3
-2.492750549,-0.467760829,4
-2.503241740,-0.354325437,3
-2.491293805,-0.317141979,1
-2.500125619,-0.205757674,1
-2.485596954,0.598633007,1
-2.500229336,0.602205930,3
-2.502302451,3.976117887,4
-2.507564745,4.023100808,5
-2.499195983,4.064814276,17
-2.497226027,4.089529713,12
-2.498744305,4.134888666,8
-2.507590238,4.186708419,15
-2.505781845,4.226840086,471
-2.494006398,4.253363423,460
-2.482291177,4.286126175,9
-2.508289583,4.672253529,2
-2.507196204,4.691520044,7
-2.497052936,4.909284406,11
-2.496403035,4.930981521,5
-2.490561559,5.029648750,424
-2.490991778,5.049783947,338
-2.499508060,5.109257501,2
-2.497899908,5.226902304,1
-2.519814925,5.281869649,1
-2.516221856,5.433426146,2
-2.505617634,5.468075436,72
-2.495506875,5.497173068,71
-2.498805470,5.537274884,21
-2.505340768,5.592763252,112
-2.496881706,5.611184718,315
-2.442245901,-0.565110407,4
-2.449040614,-0.541747551,6
-2.463171377,-0.499268489,2
-2.460680674,-0.433237507,2
-2.469603102,-0.346137011,4
-2.470759049,-0.319755933,1
-2.443847965,0.571269202,5
-2.461126033,0.605802259,10
-2.462256439,0.644600957,2
-2.453104349,4.029668015,5
-2.457765304,4.065408038,10
-2.460060774,4.102829397,19
-2.451924443,4.129767265,11
-2.458179121,4.172711947,7
-2.466156649,4.228347206,22
-2.466498029,4.266874280,505
-2.454081370,4.294657296,515
-2.443895310,4.325661337,17
-2.445204228,4.694585842,2
-2.460901667,4.912007826,7
-2.460413889,4.932233077,11
-2.469694912,5.032006317,282
-2.461607903,5.047537477,166
-2.473752695,5.082446380,1
-2.461750383,5.181202968,2
-2.451096607,5.230466520,1
-2.451643735,5.264815434,1
-2.461632005,5.393541968,1
-2.475946244,5.475561449,3
-2.463717889,5.504445419,86
-2.453952014,5.534445013,69
-2.457648523,5.571398643,19
-2.460298220,5.624437201,312
-2.446717652,5.645519938,57
-2.428546319,-0.562186964,37
-2.421651644,-0.550124403,43
-2.425031309,-0.496293700,3
-2.426739368,-0.463013833,2
-2.422002005,-0.437978367,3
-2.411478900,0.558604741,11
-2.423685794,0.567843109,72
-2.415898039,0.611324373,5
-2.426660219,0.708202029,1
-2.423537390,4.064465033,6
-2.418337819,4.103321547,13
-2.416859724,4.139107891,18
-2.419979957,4.179530722,11
-2.415474604,4.221764899,10
-2.428314858,4.268257417,22
-2.426126402,4.306762098,517
-2.414390574,4.334989800,544
-2.415246874,4.363603472,9
-2.430460868,4.669075539,2
-2.419225631,4.696808043,14
-2.425983971,4.914639738,5
-2.418740587,4.935328143,22
-2.420673959,5.062695514,12
-2.421497268,5.086793244,4
-2.417087314,5.236228492,1
-2.405309415,5.255306452,1
-2.432111646,5.342324619,2
-2.423154349,5.380655603,2
-2.433961638,5.446318247,1
-2.434870297,5.514029097,8
-2.423558418,5.543004436,109
-2.413851679,5.573856905,45
-2.429200433,5.631379837,105
-2.413516683,5.655430374,257
-2.396236514,-0.533000413,3
-2.370161170,-0.506980608,4
-2.370088261,-0.442504101,1
-2.385171100,-0.366193342,1
-2.380553010,0.595286969,3
-2.381523910,0.605838724,6
-2.391083886,4.065592892,3
-2.386394560,4.103735234,10
-2.384223312,4.144260795,17
-2.373173727,4.178681360,23
-2.379835968,4.218606365,10
-2.377153078,4.262111574,12
-2.385644004,4.306559713,22
-2.392670140,4.337625083,163
-2.379433105,4.377615679,16
-2.384422797,4.675111243,3
-2.378791239,4.699944703,14
-2.364865891,4.787037386,88
-2.361914956,4.803683952,4
-2.390617246,4.909351662,2
-2.381613978,4.940584473,22
-2.372965667,4.964371560,1
-2.383898832,5.065490189,4
-2.386542500,5.266305034,1
-2.383453201,5.299997076,2
-2.385724702,5.339989641,4
-2.371715104,5.369336088,1
-2.374414078,5.445139467,2
-2.364224154,5.510906107,1
-2.392013452,5.548661906,10
-2.380178088,5.578840101,125
-2.372561621,5.612771768,30
-2.381075491,5.667887447,241
-2.368155202,5.686190096,94
-2.344888721,-0.520158646,1
-2.336439298,-0.498241597,4
-2.336236942,-0.448885063,3
-2.356623588,-0.436095666,1
-2.344433037,-0.384418083,1
-2.358227161,0.598230831,1
-2.336800579,0.610257278,9
-2.351941743,4.146034462,8
-2.342420773,4.186192853,16
-2.336793899,4.215728601,19
-2.337966732,4.256213861,13
-2.340081488,4.299383634,16
-2.338925059,4.334694404,9
-2.335700420,4.386606956,19
-2.329320937,4.418697747,305
-2.333642996,4.442472080,7
-2.341637546,4.659390524,1
-2.336778566,4.703829830,15
-2.343761164,4.783602324,768
-2.337173278,4.806053195,297
-2.358882820,4.918782295,1
-2.352719647,4.944459380,3
-2.332397697,4.975523900,11
-2.330308196,5.074791808,2
-2.342613082,5.083607977,3
-2.332927624,5.398080968,1
-2.334310474,5.422515517,2
-2.344148035,5.454867883,2
-2.346054470,5.512906328,1
-2.349712065,5.591552546,33
-2.337980763,5.617549139,125
-2.336413802,5.657470405,18
-2.338362131,5.696291100,287
-2.327294797,5.734712078,11
-2.295603842,-0.496818849,4
-2.308052537,-0.452756469,5
-2.290043058,-0.412749868,1
-2.283086785,-0.399159385,1
-2.286417003,0.599683225,1
-2.296035238,0.604937809,4
-2.312041384,4.150623720,3
-2.300564028,4.178183496,9
-2.300953777,4.226975892,28
-2.297530955,4.254069530,22
-2.301228095,4.295842102,18
-2.298129517,4.342204849,13
-2.304214810,4.385521586,24
-2.302862399,4.425294129,631
-2.292117939,4.449192993,262
-2.297743764,4.705636222,13
-2.294499845,4.724632803,4
-2.314067660,4.778616370,22
-2.309798536,4.814627048,42
-2.291794939,4.846018377,1
-2.286947789,5.013092711,4
-2.301611556,5.073214816,7
-2.298988392,5.093256149,8
-2.311595075,5.459440395,3
-2.298537852,5.556090946,1
-2.292400415,5.564826438,1
-2.307986948,5.631219224,54
-2.295491302,5.654901330,117
-2.305140578,5.706853671,238
-2.291831170,5.728077627,67
-2.288529909,5.780160270,3
-2.260333287,-0.500849065,4
-2.265567422,-0.452893620,2
-2.253248031,-0.413279426,1
-2.255006511,0.596821539,4
-2.254649248,0.610871636,4
-2.253567000,0.641387848,1
-2.261628125,4.190642935,5
-2.251823048,4.217190447,5
-2.261687948,4.262046970,42
-2.256853487,4.299452250,20
-2.259247803,4.342214197,14
-2.258483722,4.380002219,15
-2.270278877,4.432302615,102
-2.260444011,4.460179336,717
-2.249016399,4.484594117,75
-2.265319734,4.711148539,11
-2.258234885,4.727443937,11
-2.265427767,4.825014519,7
-2.245952188,4.843125523,1
-2.274444689,5.012705496,5
-2.263229843,5.074298249,4
-2.261818965,5.088383286,9
-2.261164341,5.502295962,3
-2.265088306,5.543669903,6
-2.250242755,5.572781591,1
-2.272749126,5.638200816,1
-2.266647926,5.667992143,87
-2.256176812,5.696931642,108
-2.261265927,5.735674550,206
-2.255874784,5.777430184,12
-2.258010549,5.820012938,9
-2.223846081,-0.494867619,5
-2.225080973,-0.456772531,3
-2.204500497,-0.411752561,1
-2.200020064,-0.375986613,1
-2.209837437,-0.281912959,1
-2.229904739,0.599327391,1
-2.221186916,0.604610930,5
-2.230741048,4.232576978,6
-2.223474938,4.260048727,17
-2.218223706,4.297713259,53
-2.218133896,4.341219973,18
-2.217895298,4.380780008,16
-2.218579692,4.420573547,9
-2.227117159,4.471621387,256
-2.216194355,4.493650910,547
-2.204118212,4.521978464,3
-2.223197885,4.713037890,4
-2.221986983,4.736798484,21
-2.229567320,4.809983654,2
-2.203263003,5.069853059,3
-2.220736564,5.097798384,16
-2.200139233,5.122318305,1
-2.225336237,5.581397584,2
-2.216058086,5.620604137,6
-2.219365883,5.660102873,8
-2.224601166,5.706040916,120
-2.225174489,5.744958239,189
-2.212718207,5.770564854,174
-2.226538335,5.826232045,6
-2.215438782,5.852913954,6
-2.213775187,5.887052368,2
-2.160455785,-0.531192489,2
-2.180496341,-0.499383654,3
-2.190608639,-0.454137817,2
-2.187530034,-0.277275479,1
-2.182102024,0.596457782,3
-2.179771784,0.605436835,3
-2.180874014,0.661818508,2
-2.181342320,4.264710566,4
-2.183250466,4.304480151,21
-2.177174683,4.337881687,43
-2.178789015,4.382130603,22
-2.179905417,4.417272233,16
-2.183048403,4.465133866,6
-2.184480126,4.507282500,493
-2.173328604,4.528636987,259
-2.184570280,4.748224043,6
-2.176317618,4.776220827,3
-2.176678932,4.829630951,6
-2.179655557,4.849389766,3
-2.193099848,5.069546615,3
-2.182066599,5.105190538,18
-2.176523209,5.133185066,8
-2.191462684,5.625496624,3
-2.190561055,5.650401969,3
-2.184271099,5.706962889,14
-2.181252558,5.742958738,141
-2.180905940,5.778990830,254
-2.172973055,5.812496989,9
-2.183332465,5.854493906,16
-2.181981189,5.899829782,12
-2.163215244,5.939725093,2
-2.137334675,-0.532729274,69
-2.141212821,-0.508738338,22
-2.142507715,-0.455379861,2
-2.138811019,-0.422853943,2
-2.136973504,0.538052992,80
-2.138824196,0.577306990,5
-2.141815186,0.607283972,4
-2.146635424,4.306549293,8
-2.147250679,4.345116350,37
-2.135892104,4.375513359,38
-2.140062448,4.417798832,21
-2.135079373,4.450372922,2
-2.146828341,4.509265724,34
-2.140496967,4.541228709,614
-2.126986414,4.565365492,49
-2.157305702,4.748918057,2
-2.147956792,4.765173077,4
-2.141630579,4.822845256,5
-2.139848563,4.852912842,8
-2.151722486,5.113789358,4
-2.139526166,5.134341404,17
-2.120077048,5.186623342,1
-2.154855146,5.711111558,2
-2.150341778,5.750020996,30
-2.141637437,5.784409181,235
-2.136110649,5.808305200,181
-2.132690533,5.851000703,4
-2.150190486,5.910457954,7
-2.134428614,5.933421667,12
-2.124243931,5.990981107,1
-2.117778038,-0.528472777,4
-2.095453183,-0.499958625,3
-2.094767517,-0.450517653,3
-2.090609363,-0.408998259,4
-2.115203585,0.544748692,6
-2.095289853,0.581212720,8
-2.101745510,0.606483333,3
-2.105551368,0.664455808,2
-2.098511353,0.705514469,1
-2.118171614,4.303714932,1
-2.101589714,4.345576500,15
-2.102537486,4.383572392,47
-2.098385293,4.417020777,39
-2.096162585,4.446794612,8
-2.097250378,4.500908740,9
-2.108434275,4.552231736,137
-2.097514248,4.574046705,485
-2.090384657,4.602094818,3
-2.109107441,4.792432794,2
-2.111141504,4.820171568,10
-2.096055550,4.854853526,8
-2.107113243,5.155531799,4
-2.100385148,5.178195782,6
-2.089025666,5.206080227,2
-2.109711562,5.756806737,1
-2.104479605,5.791068544,44
-2.102117814,5.819405552,314
-2.096312246,5.852876142,31
-2.095311166,5.898396446,5
-2.101472768,5.938364004,7
-2.098365361,5.978425364,8
-2.091413956,6.003051088,2
-2.041975412,-0.526228522,2
-2.061855990,-0.501136053,7
-2.064216618,-0.464201261,1
-2.059434332,-0.419337921,5
-2.049824567,0.584552126,4
-2.059865239,0.601887180,4
-2.061751139,0.653333795,2
-2.079590372,4.349957762,1
-2.063138168,4.382295330,13
-2.061860262,4.422967224,61
-2.055859863,4.453543694,28
-2.059764847,4.505417562,16
-2.055646077,4.533989218,10
-2.065651028,4.588873825,333
-2.051099045,4.607751137,204
-2.064557765,4.861088124,11
-2.052353325,4.887454359,2
-2.075862818,5.153770444,1
-2.065644233,5.182666800,7
-2.069026010,5.213778238,3
-2.060531453,5.244971153,1
-2.066180028,5.831045445,143
-2.057403373,5.851724505,324
-2.056788740,5.894561958,24
-2.061164527,5.938371815,14
-2.058586056,5.980131628,14
-2.059893761,6.017818524,8
-2.051131851,6.050634243,3
-2.016926543,-0.538363063,73
-2.022142807,-0.507398377,12
-2.029514747,-0.449818525,4
-2.027767857,-0.438259310,2
-2.014300419,0.543365357,70
-2.013014822,0.575753977,14
-2.006432406,0.603711176,2
-2.006760666,0.655364697,1
-2.032421429,4.396415472,3
-2.026812484,4.430367617,24
-2.020006380,4.458565865,68
-2.015264413,4.503310628,10
-2.018834029,4.542710306,15
-2.028770442,4.590514729,32
-2.022156119,4.617499828,320
-2.007559386,4.641530276,2
-2.027931502,4.870989946,21
-2.020255372,4.891508008,12
-2.027912976,5.216773654,10
-2.032194791,5.832058795,6
-2.018518991,5.868117870,204
-2.011788111,5.893856456,132
-2.018034438,5.933703430,14
-2.023859648,5.984328483,7
-2.018845452,6.020654718,29
-2.014709800,6.058944876,15
-2.010059414,6.084557698,3
-1.995935210,-0.535728833,9
-1.980709318,-0.499134538,10
-1.994703430,-0.470866049,1
-1.997901798,-0.437993182,1
-1.996937672,0.543989936,9
-1.981970663,0.580893960,15
-1.977555901,0.621744422,2
-1.977924217,4.434821977,7
-1.985502077,4.468381825,40
-1.978616387,4.493223002,54
-1.975373266,4.536165565,24
-1.979027584,4.578288612,11
-1.984902455,4.630855708,282
-1.969798433,4.647108170,127
-1.978083531,4.903703864,13
-1.971697821,4.928510528,10
-1.982908787,5.271878814,4
-1.971457304,5.289249823,7
-1.986634722,5.873198841,28
-1.977999291,5.895911623,311
-1.976540215,5.935681844,91
-1.964088583,5.969790686,10
-1.985890555,6.015609763,5
-1.980263904,6.066425338,19
-1.973562829,6.098460629,27
-1.966336707,6.136784831,12
-1.922547391,-0.542088502,8
-1.943753695,-0.497423149,10
-1.941325949,-0.346885986,1
-1.923125094,0.554615989,3
-1.935830488,0.584358668,5
-1.935182884,0.606763336,3
-1.921562179,0.646534231,1
-1.950629812,4.471874205,6
-1.943774699,4.507168625,51
-1.935945994,4.534867292,47
-1.940484754,4.576088910,16
-1.938251975,4.617690773,14
-1.940230323,4.657085171,323
-1.920381398,4.689113232,1
-1.956907553,4.899667498,1
-1.944377167,4.935736022,7
-1.924372141,4.974844427,4
-1.958138994,5.275107418,1
-1.951944844,5.288787752,6
-1.928201506,5.337471025,3
-1.949590589,5.905304298,65
-1.940981638,5.940794063,109
-1.936150557,5.975534531,77
-1.924052514,6.007915772,8
-1.925149176,6.064579999,1
-1.950880564,6.096060590,12
-1.941291420,6.142083819,25
-1.932882843,6.175760012,12
-1.928955947,6.214611800,5
-1.903575308,-0.543155362,82
-1.893178923,-0.505962048,10
-1.899403457,-0.461243935,5
-1.888118019,-0.344978290,2
-1.902666612,0.549277326,72
-1.900443099,0.575062382,19
-1.895624089,0.611244556,3
-1.912702952,4.512145798,5
-1.902134199,4.547101905,67
-1.895024056,4.575103508,47
-1.893488002,4.617893772,11
-1.902037388,4.672732354,232
-1.892379458,4.689667247,123
-1.910929494,4.937631735,3
-1.907322737,4.973475888,7
-1.905592659,5.314556691,3
-1.906339484,5.331728408,11
-1.882857317,5.374581830,1
-1.909834286,5.910102825,2
-1.906932859,5.946421274,39
-1.900695066,5.979798897,128
-1.897705444,6.015774326,61
-1.889798475,6.046133577,6
-1.903530682,6.103162854,4
-1.905135846,6.148722608,7
-1.903106813,6.183848102,20
-1.898217944,6.217258304,34
-1.897658256,6.255559468,10
-1.880833213,6.283591736,1
