_sequence,phase,step,cycle,steer_center_trim_dc,steer_clamped_deg,steer_cycle,steer_dc_center,steer_phase,steer_post_sign_deg,steer_pre_sign_deg,steer_pwm_dc,steer_requested_deg,steer_steering_direction_sign,steer_steering_limit_deg,steer_step,steer__tag,steer__line_no,motor_cycle,motor_neutral_dc,motor_phase,motor_pwm_dc,motor_reverse_mode,motor_speed_pct,motor_step,motor__tag,motor__line_no,front_clearance_m,front_min_m,heading_offset_deg,left_clearance_m,left_min_m,left_right_delta_m,right_clearance_m,right_min_m,scan_age_s,_tag,_line_no,active_heading_source,avoidance_heading_deg,centering_heading_deg,centering_weight,gap_heading_deg,speed_pct,steering_deg,steering_pre_servo_deg,target_heading_deg,pose_cycle,pose_distance_from_phase_start_m,pose_lateral_drift_m,pose_phase,pose_step,pose_x,pose_y,pose_yaw_change_deg,pose_yaw_deg,pose__tag,pose__line_no
48,nav_dryrun,dryrun,49,1.7,0.0,49,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,242,49,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,243,0.0,,-89,0.6994370905792012,0.5469084978103638,0.6437027715216479,0.05573431905755337,0.026613233610987663,0.004045524,DIAG_NAV,245,avoidance,10.584669159725308,11.586649887389662,0.0,37.0,0.0,3.7046342059038575,3.7046342059038575,10.584669159725308,49,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,246
49,nav_dryrun,dryrun,50,1.7,0.0,50,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,247,50,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,248,0.0,,-89,0.7054360611098153,0.5459397435188293,0.6495073838289657,0.0559286772808496,0.026727888733148575,0.001136303,DIAG_NAV,250,avoidance,10.581802781671286,11.691132908921382,0.0,36.0,0.0,3.7036309735849495,3.7036309735849495,10.581802781671286,50,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,251
50,nav_dryrun,dryrun,51,1.7,0.0,51,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,252,51,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,253,0.0,,-89,0.7042648638997759,0.5501787066459656,0.6509733035871239,0.05329156031265207,0.026433065533638,0.024434372000000003,DIAG_NAV,255,avoidance,10.58917336165905,11.71751946456823,0.0,36.0,0.0,3.706210676580667,3.706210676580667,10.58917336165905,51,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,256
51,nav_dryrun,dryrun,52,1.7,0.0,52,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,257,52,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,258,0.0,,-89,0.706881959097726,0.5510596036911011,0.6530416734852128,0.05384028561251319,0.026477709412574768,0.009601466000000001,DIAG_NAV,260,avoidance,10.58805726468563,11.75475012273383,0.0,36.0,0.0,3.7058200426399703,3.7058200426399703,10.58805726468563,52,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,261
52,nav_dryrun,dryrun,53,1.7,0.0,53,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,262,53,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,263,0.0,,-89,0.7060235227857318,0.5540496706962585,0.6533856962153816,0.05263782657035019,0.026209348812699318,0.044890422000000006,DIAG_NAV,265,avoidance,10.594766279682517,11.760942531876868,0.0,36.0,0.0,3.7081681978888805,3.7081681978888805,10.594766279682517,53,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,266
53,nav_dryrun,dryrun,54,1.7,0.0,54,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,267,54,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,268,0.0,,-89,0.6954062756370095,0.5539246797561646,0.6428338782838009,0.05257239735320858,0.02622554823756218,0.06275082700000001,DIAG_NAV,270,avoidance,10.594361294060946,11.571009809108416,0.0,37.0,0.0,3.7080264529213305,3.7080264529213305,10.594361294060946,54,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,271
54,nav_dryrun,dryrun,55,1.7,0.0,55,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,272,55,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,273,0.0,,-89,0.6868204673131307,0.5506909489631653,0.6335590720122708,0.05326139530085999,0.026090027764439583,0.074223933,DIAG_NAV,275,avoidance,10.59774930588901,11.404063296220874,0.0,38.0,0.0,3.709212257061153,3.709212257061153,10.59774930588901,55,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,276
55,nav_dryrun,dryrun,56,1.7,0.0,56,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,277,56,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,278,0.0,,-89,0.6930797240313362,0.5508409738540649,0.6451224871950951,0.04795723683624105,0.02614252269268036,0.0068203380000000004,DIAG_NAV,280,avoidance,10.596436932682991,11.612204769511713,0.0,37.0,0.0,3.7087529264390464,3.7087529264390464,10.596436932682991,56,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,281
56,nav_dryrun,dryrun,57,1.7,0.0,57,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,282,57,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,283,0.0,,-89,0.692986679427764,0.5517523288726807,0.6381776494408803,0.05480902998688373,0.02609795145690441,0.035551087,DIAG_NAV,285,avoidance,10.59755121357739,11.487197689935845,0.0,37.0,0.0,3.709142924752086,3.709142924752086,10.59755121357739,57,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,286
57,nav_dryrun,dryrun,58,1.7,0.0,58,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,287,58,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,288,0.0,,-89,0.6962642494369956,0.5474485158920288,0.6412073419626351,0.05505690747436057,0.02627878449857235,0.058374818,DIAG_NAV,290,avoidance,10.593030387535691,11.54173215532743,0.0,37.0,0.0,3.7075606356374915,3.7075606356374915,10.593030387535691,58,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,291
58,nav_dryrun,dryrun,59,1.7,0.0,59,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,292,59,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,293,0.0,,-89,0.6965859409640817,0.5476984977722168,0.6432240990007205,0.05336184196336114,0.026118172332644463,0.004221470000000001,DIAG_NAV,295,avoidance,10.597045691683888,11.57803378201297,0.0,37.0,0.0,3.7089659920893605,3.7089659920893605,10.597045691683888,59,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,296
59,nav_dryrun,dryrun,60,1.7,0.0,60,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,297,60,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,298,0.0,,-89,0.6944874332231634,0.5510637164115906,0.6413789491033387,0.05310848411982474,0.026004869490861893,0.0037278370000000003,DIAG_NAV,300,avoidance,10.599878262728453,11.544821083860096,0.0,37.0,0.0,3.709957391954958,3.709957391954958,10.599878262728453,60,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,301
60,nav_dryrun,dryrun,61,1.7,0.0,61,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,302,61,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,303,0.0,,-89,0.6964529963100657,0.5480287075042725,0.6430447967127537,0.05340819959731206,0.025997132062911987,0.0064264280000000005,DIAG_NAV,305,avoidance,10.6000716984272,11.574806340829568,0.0,37.0,0.0,3.7100250944495197,3.7100250944495197,10.6000716984272,61,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,306
61,nav_dryrun,dryrun,62,1.7,0.0,62,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,307,62,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,308,0.0,,-89,0.6987048895920024,0.5496751666069031,0.6477866802875902,0.0509182093044122,0.026281919330358505,0.049272856000000004,DIAG_NAV,310,avoidance,10.592952016741037,11.660160245176623,0.0,37.0,0.0,3.7075332058593626,3.7075332058593626,10.592952016741037,62,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,311
62,nav_dryrun,dryrun,63,1.7,0.0,63,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,312,63,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,313,0.0,,-89,0.704079464503697,0.5488008856773376,0.6533515973755765,0.05072786712812053,0.026430809870362282,0.072939,DIAG_NAV,315,avoidance,10.589229753240943,11.760328752760376,0.0,36.0,0.0,3.7062304136343296,3.7062304136343296,10.589229753240943,63,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,316
63,nav_dryrun,dryrun,64,1.7,0.0,64,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,317,64,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,318,0.0,,-89,0.7072418945176261,0.5514387488365173,0.6536431637737229,0.05359873074390318,0.02653327025473118,0.018972467,DIAG_NAV,320,avoidance,10.58666824363172,11.765576947927013,0.0,36.0,0.0,3.7053338852711017,3.7053338852711017,10.58666824363172,64,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,321
64,nav_dryrun,dryrun,65,1.7,0.0,65,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,322,65,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,323,0.0,,-89,0.7045187745775495,0.5489042401313782,0.6547138551782284,0.04980491939932108,0.026502875611186028,0.006123222,DIAG_NAV,325,avoidance,10.58742810972035,11.784849393208113,0.0,36.0,0.0,3.705599838402122,3.705599838402122,10.58742810972035,65,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,326
65,nav_dryrun,dryrun,66,1.7,0.0,66,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,327,66,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,328,0.0,,-89,0.7040145601545061,0.55034339427948,0.6507861823040229,0.053228377850483295,0.02625320665538311,0.06601686500000001,DIAG_NAV,330,avoidance,10.593669833615422,11.714151281472411,0.0,36.0,0.0,3.7077844417653973,3.7077844417653973,10.593669833615422,66,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,331
66,nav_dryrun,dryrun,67,1.7,0.0,67,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,332,67,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,333,0.0,,-89,0.6975634711630204,0.5505383610725403,0.640626731995201,0.05693673916781942,0.02622411586344242,0.036428148,DIAG_NAV,335,avoidance,10.59439710341394,11.53128117591362,0.0,37.0,0.0,3.7080389861948784,3.7080389861948784,10.59439710341394,67,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,336
67,nav_dryrun,dryrun,68,1.7,0.0,68,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,337,68,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,338,0.0,,-89,0.7080555847712926,0.5506230592727661,0.6507113322948239,0.05734425247646868,0.025962449610233307,0.059892605,DIAG_NAV,340,avoidance,10.600938759744167,11.71280398130683,0.0,36.0,0.0,3.710328565910458,3.710328565910458,10.600938759744167,68,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,341
68,nav_dryrun,dryrun,69,1.7,0.0,69,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,342,69,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,343,0.0,,-89,0.698773675105151,0.5506455302238464,0.6452586780352246,0.053514997069926365,0.026173410937190056,0.006535984000000001,DIAG_NAV,345,avoidance,10.595664726570249,11.614656204634043,0.0,37.0,0.0,3.7084826542995866,3.7084826542995866,10.595664726570249,69,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,346
69,nav_dryrun,dryrun,70,1.7,0.0,70,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,347,70,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,348,0.0,,-89,0.6988028428133797,0.5507169365882874,0.644516244288231,0.054286598525148756,0.026155810803174973,0.010444082,DIAG_NAV,350,avoidance,10.596104729920626,11.601292397188157,0.0,37.0,0.0,3.7086366554722185,3.7086366554722185,10.596104729920626,70,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,351
70,nav_dryrun,dryrun,71,1.7,0.0,71,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,352,71,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,353,0.0,,-89,0.6981507767649258,0.5479053854942322,0.6433793016276945,0.0547714751372312,0.02626258134841919,0.052790377000000006,DIAG_NAV,355,avoidance,10.59343546628952,11.580827429298502,0.0,37.0,0.0,3.7077024132013316,3.7077024132013316,10.59343546628952,71,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,356
71,nav_dryrun,dryrun,72,1.7,0.0,72,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,357,72,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,358,0.0,,-89,0.6875605673500986,0.5491042137145996,0.6370683513657012,0.050492215984397466,0.026118028908967972,0.07401550600000001,DIAG_NAV,360,avoidance,10.5970492772758,11.467230324582621,0.0,38.0,0.0,3.70896724704653,3.70896724704653,10.5970492772758,72,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,361
72,nav_dryrun,dryrun,73,1.7,0.0,73,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,362,73,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,363,0.0,,-89,0.7065428342138018,0.5480042099952698,0.6538559508342181,0.05268688337958377,0.026318032294511795,0.023213178,DIAG_NAV,365,avoidance,10.592049192637205,11.769407115015927,0.0,36.0,0.0,3.7072172174230213,3.7072172174230213,10.592049192637205,73,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,366
73,nav_dryrun,dryrun,74,1.7,0.0,74,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,367,74,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,368,0.0,,-89,0.7070497410637991,0.5505229830741882,0.6540738822186585,0.052975858845140625,0.026362832635641098,0.046131743,DIAG_NAV,370,avoidance,10.590929184108973,11.773329879935853,0.0,36.0,0.0,3.70682521443814,3.70682521443814,10.590929184108973,74,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,371
74,nav_dryrun,dryrun,75,1.7,0.0,75,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,372,75,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,373,0.0,,-89,0.6949391785789939,0.5540751814842224,0.6394951544324395,0.05544402414655432,0.026488734409213066,0.011514774,DIAG_NAV,375,avoidance,10.587781639769673,11.510912779783911,0.0,37.0,0.0,3.7057235739193852,3.7057235739193852,10.587781639769673,75,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,376
75,nav_dryrun,dryrun,76,1.7,0.0,76,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,377,76,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,378,0.0,,-89,0.6977802602683797,0.5485865473747253,0.6445048544746454,0.05327540579373422,0.02654053084552288,0.015954004,DIAG_NAV,380,avoidance,10.586486728861928,11.601087380543618,0.0,37.0,0.0,3.7052703551016744,3.7052703551016744,10.586486728861928,76,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,381
76,nav_dryrun,dryrun,77,1.7,0.0,77,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,382,77,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,383,0.0,,-89,0.6991243134526646,0.5500026345252991,0.6459229878909752,0.05320132556168929,0.026488235220313072,0.039308628000000005,DIAG_NAV,385,avoidance,10.587794119492173,11.626613782037554,0.0,37.0,0.0,3.70572794182226,3.70572794182226,10.587794119492173,77,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,386
77,nav_dryrun,dryrun,78,1.7,0.0,78,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,387,78,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,388,0.0,,-89,0.7067360179764884,0.5532400012016296,0.6518984139033546,0.05483760407313387,0.026350855827331543,0.010157469,DIAG_NAV,390,avoidance,10.591228604316711,11.734171450260382,0.0,36.0,0.0,3.7069300115108486,3.7069300115108486,10.591228604316711,78,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,391
78,nav_dryrun,dryrun,79,1.7,0.0,79,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,392,79,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,393,0.0,,-89,0.6957768464789671,0.5535613894462585,0.6413241883038132,0.054452658175153934,0.026262955740094185,0.033958892000000004,DIAG_NAV,395,avoidance,10.593426106497645,11.543835389468638,0.0,37.0,0.0,3.7076991372741754,3.7076991372741754,10.593426106497645,79,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,396
79,nav_dryrun,dryrun,80,1.7,0.0,80,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,397,80,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,398,0.0,,-89,0.6954146325588226,0.5536952614784241,0.6410195824313671,0.054395050127455526,0.026155812665820122,0.010689046,DIAG_NAV,400,avoidance,10.596104683354497,11.538352483764609,0.0,37.0,0.0,3.7086366391740735,3.7086366391740735,10.596104683354497,80,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,401
80,nav_dryrun,dryrun,81,1.7,0.0,81,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,402,81,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,403,0.0,,-89,0.6957119738354403,0.5509584546089172,0.6405084655667947,0.05520350826864547,0.026243405416607857,0.0035269100000000003,DIAG_NAV,405,avoidance,10.593914864584804,11.529152380202305,0.0,37.0,0.0,3.707870202604681,3.707870202604681,10.593914864584804,81,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,406
81,nav_dryrun,dryrun,82,1.7,0.0,82,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,407,82,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,408,0.0,,-89,0.695629309205448,0.551023006439209,0.640857454762329,0.054771854443118925,0.026313841342926025,0.026284549,DIAG_NAV,410,avoidance,10.59215396642685,11.535434185721922,0.0,37.0,0.0,3.707253888249397,3.707253888249397,10.59215396642685,82,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,411
82,nav_dryrun,dryrun,83,1.7,0.0,83,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,412,83,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,413,0.0,,-89,0.6959718535928165,0.5508667826652527,0.6412612682462522,0.05471058534656433,0.0262895617634058,0.049976860000000005,DIAG_NAV,415,avoidance,10.592760955914855,11.542702828432539,0.0,37.0,0.0,3.707466334570199,3.707466334570199,10.592760955914855,83,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,416
83,nav_dryrun,dryrun,84,1.7,0.0,84,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,417,84,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,418,0.0,,-89,0.6966970597996431,0.5510209798812866,0.6436645742295979,0.05303248557004523,0.02619781903922558,0.072862961,DIAG_NAV,420,avoidance,10.59505452401936,11.585962336132763,0.0,37.0,0.0,3.7082690834067757,3.7082690834067757,10.59505452401936,84,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,421
84,nav_dryrun,dryrun,85,1.7,0.0,85,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,422,85,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,423,0.0,,-89,0.6965136685792137,0.5515834093093872,0.6446052253832254,0.0519084431959883,0.026306480169296265,0.011200512000000001,DIAG_NAV,425,avoidance,10.592337995767593,11.602894056898057,0.0,37.0,0.0,3.7073182985186572,3.7073182985186572,10.592337995767593,85,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,426
85,nav_dryrun,dryrun,86,1.7,0.0,86,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,427,86,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,428,0.0,,-89,0.6973048168070176,0.5480508208274841,0.6448566200654677,0.052448196741549866,0.026402417570352554,0.043789285000000004,DIAG_NAV,430,avoidance,10.589939560741186,11.60741916117842,0.0,37.0,0.0,3.7064788462594147,3.7064788462594147,10.589939560741186,86,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,431
86,nav_dryrun,dryrun,87,1.7,0.0,87,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,432,87,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,433,0.0,,-89,0.7040417228426252,0.549882709980011,0.6492113981848883,0.05483032465773694,0.026262179017066956,0.014505847,DIAG_NAV,435,avoidance,10.593445524573326,11.685805167327988,0.0,36.0,0.0,3.7077059336006637,3.7077059336006637,10.593445524573326,87,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,436
87,nav_dryrun,dryrun,88,1.7,0.0,88,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,437,88,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,438,0.0,,-89,0.704374042579106,0.550311267375946,0.6496640324728468,0.054710010106259206,0.026248840615153313,0.036735723000000005,DIAG_NAV,440,avoidance,10.593778984621167,11.693952584511242,0.0,36.0,0.0,3.707822644617408,3.707822644617408,10.593778984621167,88,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,441
88,nav_dryrun,dryrun,89,1.7,0.0,89,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,442,89,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,443,0.0,,-89,0.6980329979868496,0.5497398376464844,0.6436362354940407,0.05439676249280889,0.02620256505906582,0.061949209000000005,DIAG_NAV,445,avoidance,10.594935873523355,11.585452238892733,0.0,37.0,0.0,3.7082275557331736,3.7082275557331736,10.594935873523355,89,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,446
89,nav_dryrun,dryrun,90,1.7,0.0,90,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,447,90,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,448,0.0,,-89,0.6969861440798816,0.5513995289802551,0.6437826172765487,0.053203526803332825,0.026086153462529182,0.007196544,DIAG_NAV,450,avoidance,10.59784616343677,11.588087110977877,0.0,37.0,0.0,3.709246157202869,3.709246157202869,10.59784616343677,90,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,451
90,nav_dryrun,dryrun,91,1.7,0.0,91,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,452,91,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,453,0.0,,-89,0.6972594839685103,0.5516182780265808,0.6452695204473822,0.05198996352112811,0.026419488713145256,0.030163276000000003,DIAG_NAV,455,avoidance,10.589512782171369,11.614851368052879,0.0,37.0,0.0,3.7063294737599786,3.7063294737599786,10.589512782171369,91,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,456
91,nav_dryrun,dryrun,92,1.7,0.0,92,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,457,92,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,458,0.0,,-89,0.6968956659821903,0.5517396926879883,0.6438135030224462,0.0530821629597441,0.026306480169296265,0.052953155,DIAG_NAV,460,avoidance,10.592337995767593,11.588643054404033,0.0,37.0,0.0,3.7073182985186572,3.7073182985186572,10.592337995767593,92,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,461
92,nav_dryrun,dryrun,93,1.7,0.0,93,8.5,nav_dryrun,0.0,0.0,8.5,0.0,1.0,18.0,dryrun,DIAG_STEER,462,93,7.5,nav_dryrun,7.5,False,0.0,dryrun,DIAG_MOTOR,463,0.0,,-89,0.6961381207494175,0.5508959293365479,0.6428665665819135,0.0532715541675039,0.02634246274828911,0.000377021,DIAG_NAV,465,avoidance,10.591438431292772,11.571598198474444,0.0,37.0,0.0,3.70700345095247,3.70700345095247,10.591438431292772,93,0.0,0.0,nav_dryrun,dryrun,0.0,0.0,0.0,0.0,DIAG_POSE,466
