stamp_sec,stamp_nanosec,ax_mps2,ay_mps2,az_mps2,gx_rps,gy_rps,gz_rps
1774771445,252832030,0.45011,0.392649,9.78989,0.005326,-0.106526,-0.043676
1774771445,270702135,0.326809,0.235829,9.624691,0.006392,-0.1012,-0.046872
1774771445,288711145,0.3304,0.269348,9.800665,0.010653,-0.09907,-0.043676
1774771445,306723803,0.518345,0.436942,9.537302,0.009587,-0.104396,-0.04048
1774771445,324673166,0.393846,0.237026,9.873688,0.007457,-0.105461,-0.043676
1774771445,342676583,0.402226,0.228646,9.637859,0.009587,-0.103331,-0.046872
1774771445,360671186,0.318429,0.271742,9.834184,0.010653,-0.096939,-0.044741
1774771445,378675936,0.553061,0.282516,9.509769,0.008522,-0.102265,-0.042611
1774771445,396670058,0.383072,0.331597,9.931149,0.006392,-0.105461,-0.042611
1774771445,415634307,0.469264,0.295684,9.664195,0.009587,-0.106526,-0.046872
1774771445,432727317,0.343568,0.453701,9.782708,0.010653,-0.09907,-0.043676
1774771445,450718698,0.339977,0.379481,9.624691,0.008522,-0.103331,-0.042611
1774771445,469489784,0.379481,0.259771,9.742006,0.008522,-0.106526,-0.04048
1774771445,486721773,0.357933,0.415394,9.574412,0.009587,-0.100135,-0.043676
1774771445,504714376,0.508768,0.409408,9.794679,0.007457,-0.100135,-0.042611
1774771445,522668905,0.386664,0.31364,9.684546,0.012783,-0.106526,-0.042611
1774771445,540663897,0.405817,0.415394,9.783905,0.007457,-0.105461,-0.045806
1774771445,558648648,0.314838,0.355539,9.56723,0.011718,-0.102265,-0.045806
1774771445,576671676,0.4956,0.277727,9.824607,0.007457,-0.098004,-0.042611
1774771445,594666316,0.45849,0.456095,9.624691,0.010653,-0.104396,-0.041545
1774771445,612661548,0.448913,0.379481,9.819818,0.003196,-0.105461,-0.044741
1774771445,630706335,0.342371,0.205901,9.665392,0.008522,-0.102265,-0.045806
1774771445,648724826,0.317232,0.287304,9.85214,0.009587,-0.1012,-0.045806
1774771445,666787464,0.527921,0.378284,9.589975,0.011718,-0.106526,-0.042611
1774771445,684711494,0.393846,0.25618,9.883265,0.007457,-0.108657,-0.042611
1774771445,702922222,0.434548,0.223858,9.691729,0.009587,-0.106526,-0.045806
1774771445,721173153,0.32202,0.344765,9.78989,0.011718,-0.098004,-0.044741
1774771445,738675840,0.551863,0.240617,9.592369,0.009587,-0.104396,-0.042611
1774771445,756678646,0.384269,0.349553,9.932345,0.006392,-0.105461,-0.043676
1774771445,774706729,0.325611,0.426168,9.598354,0.008522,-0.106526,-0.046872
1774771445,792679444,0.506374,0.445322,9.742006,0.007457,-0.100135,-0.045806
1774771445,810682268,0.374693,0.311246,9.623494,0.009587,-0.103331,-0.043676
1774771445,828718241,0.397437,0.304064,9.779117,0.007457,-0.103331,-0.046872
1774771445,846724750,0.35913,0.407014,9.554062,0.011718,-0.098004,-0.043676
1774771445,864744649,0.509965,0.360327,9.785102,0.008522,-0.104396,-0.042611
1774771445,882721789,0.384269,0.333991,9.642648,0.012783,-0.106526,-0.041545
1774771445,900727965,0.420182,0.407014,9.805453,0.007457,-0.106526,-0.045806
1774771445,918723753,0.323217,0.292093,9.566033,0.011718,-0.103331,-0.044741
1774771445,936687320,0.45849,0.31364,9.812635,0.008522,-0.102265,-0.043676
1774771445,954688830,0.440533,0.401029,9.588778,0.013848,-0.105461,-0.042611
1774771445,972679488,0.454898,0.369904,9.799467,0.005326,-0.106526,-0.044741
1774771445,990688479,0.344765,0.209493,9.617508,0.008522,-0.105461,-0.045806
1774771446,8686978,0.311246,0.292093,9.807847,0.008522,-0.09907,-0.042611
1774771446,26741975,0.548272,0.395043,9.56723,0.010653,-0.104396,-0.041545
1774771446,44737547,0.366313,0.23942,9.866506,0.004261,-0.107592,-0.042611
1774771446,63477068,0.401029,0.219069,9.659407,0.008522,-0.104396,-0.045806
1774771446,81658525,0.505177,0.25618,9.633071,0.010653,-0.09907,-0.044741
1774771446,98732097,0.234632,0.45849,9.708488,0.008522,-0.103331,-0.042611
1774771446,116715670,0.377087,0.225055,9.659407,0.007457,-0.100135,-0.045806
1774771446,134669373,0.336385,0.371101,9.625888,0.010653,-0.098004,-0.044741
1774771446,152686907,0.513556,0.395043,9.679757,0.010653,-0.103331,-0.042611
1774771446,170688331,0.45011,0.380678,9.667787,0.007457,-0.105461,-0.042611
1774771446,188986750,0.410606,0.347159,9.762358,0.006392,-0.104396,-0.047937
1774771446,206692698,0.320823,0.320823,9.514558,0.009587,-0.100135,-0.043676
1774771446,224694029,0.497994,0.333991,9.773131,0.010653,-0.1012,-0.043676
1774771446,242696842,0.433351,0.445322,9.582792,0.010653,-0.104396,-0.04048
1774771446,260764191,0.453701,0.413,9.818622,0.006392,-0.109722,-0.044741
1774771446,278690727,0.335188,0.207098,9.601946,0.008522,-0.102265,-0.045806
1774771446,296755206,0.389058,0.184354,9.849746,0.009587,-0.096939,-0.042611
1774771446,314696613,0.545878,0.537498,9.471462,0.010653,-0.105461,-0.041545
1774771446,332688222,0.44173,0.234632,9.892841,0.005326,-0.107592,-0.043676
1774771446,350699146,0.362722,0.214281,9.618706,0.007457,-0.104396,-0.046872
1774771446,368667293,0.277727,0.216675,9.872491,0.010653,-0.098004,-0.045806
1774771446,386944285,0.225055,0.003591,9.475053,0.008522,-0.103331,-0.041545
1774771446,404688770,0.356736,0.269348,9.636662,0.005326,-0.107592,-0.042611
1774771446,422699712,0.318429,0.350751,9.628283,0.010653,-0.09907,-0.046872
1774771446,440700007,0.488417,0.296881,9.662998,0.011718,-0.105461,-0.043676
1774771446,458688246,0.278924,0.424971,9.660604,0.007457,-0.103331,-0.042611
