stamp_sec,stamp_nanosec,ax_mps2,ay_mps2,az_mps2,gx_rps,gy_rps,gz_rps
1774760568,859502588,0.000000,0.000000,9.593566,0.007457,-0.096939,-0.044741
1774760568,877502995,-0.046687,-0.022745,9.706094,0.008522,-0.094809,-0.042611
1774760568,895538069,0.083797,0.098163,9.871294,0.006392,-0.1012,-0.04048
1774760568,913537958,0.101754,0.049081,9.82341,0.008522,-0.103331,-0.044741
1774760568,931529810,0.033519,-0.165200,9.647436,0.008522,-0.103331,-0.044741
1774760568,949526051,-0.038307,0.106542,9.628283,0.007457,-0.095874,-0.042611
1774760568,967549847,0.098162,0.004789,9.803059,0.009587,-0.100135,-0.039415
1774760568,985540680,0.108936,0.027534,9.73243,0.009587,-0.106526,-0.043676
1774760569,3489051,0.020351,-0.138863,9.763555,0.006392,-0.103331,-0.044741
1774760569,21487939,0.005986,0.023942,9.588778,0.007457,-0.098004,-0.044741
1774760569,39482384,0.025139,-0.046687,9.838972,0.010653,-0.1012,-0.041545
1774760569,57495254,0.152032,-0.061052,9.651027,0.009587,-0.103331,-0.042611
1774760569,75466217,-0.049081,-0.031124,9.822212,0.005326,-0.106526,-0.045806
1774760569,93484606,0.008380,-0.063446,9.619903,0.006392,-0.09907,-0.045806
1774760569,111490162,0.069432,0.196325,9.759963,0.010653,-0.098004,-0.042611
1774760569,129497421,0.045490,0.007183,9.842564,0.008522,-0.1012,-0.042611
1774760569,147495680,-0.040701,-0.041898,9.689334,0.009587,-0.092678,-0.046872
1774760569,165488773,0.136470,-0.132878,9.685743,0.006392,-0.09907,-0.039415
1774760569,183502050,0.055067,-0.077811,9.922769,0.004261,-0.105461,-0.041545
1774760569,201494254,0.136470,0.195128,9.822212,0.007457,-0.103331,-0.043676
1774760569,219490458,0.009577,0.049081,9.654618,0.006392,-0.093743,-0.045806
1774760569,237495810,0.067038,-0.105345,9.661801,0.008522,-0.098004,-0.041545
1774760569,255505087,0.074220,0.016760,9.955091,0.006392,-0.104396,-0.04048
1774760569,273500865,0.131681,0.167594,9.804255,0.007457,-0.102265,-0.044741
1774760569,291497902,-0.033519,0.004789,9.581595,0.007457,-0.098004,-0.045806
1774760569,309500106,-0.009577,-0.003591,9.667787,0.007457,-0.096939,-0.042611
1774760569,327513069,0.081403,0.105345,9.858126,0.006392,-0.102265,-0.039415
