t_monotonic_s,stamp_sec,stamp_nanosec,x_m,y_m,yaw_rad,vx_mps,vy_mps,yaw_rate_rps,odom_source,odom_prediction_age_s,planner_state,planner_path_forward_span_m,planner_path_length_m,planner_path_max_curvature_m_inv,local_path_source,tracker_state,path_age_s,odom_age_s,path_deviation_m,cmd_linear_x_mps,cmd_angular_z_rps,tracker_desired_steering_deg,raw_curvature_m_inv,filtered_curvature_m_inv,fusion_state,fusion_confidence,desired_speed_pct,applied_speed_pct,desired_steering_deg,applied_steering_deg,bridge_state
4.446963619000002,1775230453,815876876,0.036268002044236934,-0.07981506454473866,-0.04952154656662539,-0.018620731418663793,-0.0071256012505098495,-0.00012914213237244363,corrected,0.0,tracking,1.1505415779806651,1.1652240223802282,0.973241722854492,tracking,tracking,0.0,0.06038641929626465,0.013826325679513229,0.06336069307532205,0.12251489324077611,30.117296271327252,1.9336103709461103,1.9336103709461103,tracking,high,21.320014439069208,20.0,30.117296271327252,1.1986490099997837,tracking
4.460697574000008,1775230453,868244943,0.03529394289219565,-0.08018780807214378,-0.04952830205184901,-0.018620731418663793,-0.0071256012505098495,-0.00012914213237244363,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.06038641929626465,0.013826325679513229,0.06336069307532205,0.12251489324077611,30.117296271327252,1.9336103709461103,1.9336103709461103,tracking,high,21.320014439069208,20.08602994444743,30.117296271327252,2.281982343333117,tracking
4.481203821000008,1775230453,892312085,0.03484591901205313,-0.08035925351372304,-0.049531409274542595,-0.018620731418663793,-0.0071256012505098495,-0.00012914213237244363,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.017734766006469727,0.014577619023454187,0.056825884446421976,0.11726706427440507,26.23755854307638,1.6429183422577862,2.0636205739124005,tracking,high,21.18387259263379,20.08602994444743,31.7610770060343,3.36531567666645,tracking
4.538313872000003,1775230453,893190397,0.028255763422854352,-0.08186693519824727,-0.04711226678876174,-0.0191886730762923,-0.002534576341713065,-0.0008966590871520167,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.027172088623046875,0.01431070529084444,0.06364473658394489,0.11773600805687667,29.46809699200971,1.8834598734217638,1.8498938698817229,tracking,high,21.32593201216552,20.24842601273387,29.0288800096014,6.69419776999949,tracking
4.549165373000008,1775230453,960320656,0.026968737804659863,-0.08203693469066056,-0.04717240764432603,-0.0191886730762923,-0.002534576341713065,-0.0008966590871520167,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.060193777084350586,0.007690503408588607,0.06310017747261351,0.11735041850820727,28.79200655451137,1.8319099648772261,1.8597478360364237,tracking,high,21.32593201216552,20.324292512996735,29.0288800096014,7.777531103332823,tracking
4.588495316000007,1775230453,968483573,0.03089735858331772,-0.0831553278388063,-0.04908690381737275,-0.019445670757609185,-0.0004682542471979286,5.931406357982753e-06,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.027857303619384766,0.006430755460188068,0.06357942063910145,0.11706717389131954,28.647511778292944,1.8209797468974167,1.841274624942446,tracking,high,21.314587030679448,20.38039085228798,29.158211867845754,10.187617136666228,tracking
4.594799667000004,1775230454,8390497,0.0301226758446388,-0.08317398229856442,-0.049086667520143464,-0.019445670757609185,-0.0004682542471979286,5.931406357982753e-06,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.027857303619384766,0.006430755460188068,0.06357942063910145,0.11706717389131954,28.647511778292944,1.8209797468974167,1.841274624942446,tracking,high,21.324571263314613,20.38039085228798,28.91548734344121,11.293929161666677,tracking
4.618906332999998,1775230454,26698088,0.029766786518455872,-0.0831825521592082,-0.04908655896517314,-0.019445670757609185,-0.0004682542471979286,5.931406357982753e-06,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.011626005172729492,0.009693720468100795,0.0661429448086035,0.11853760715753307,29.597676392963276,1.8934180804150675,1.792142873295753,tracking,high,21.324571263314613,20.454485864532653,28.91548734344121,12.469271121666262,tracking
4.664450376000005,1775230454,24299411,0.028326854055455944,-0.08150715827644937,-0.04192701048525926,-0.020258616599074037,-0.0027286402146527214,0.0027749527196659716,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.02608323097229004,0.00934536259971542,0.06676863717931154,0.11990636602181898,29.543319697668416,1.8892376480812443,1.7958486362362405,tracking,high,21.39101327456899,20.454485864532653,28.313770791063906,14.651043289999365,tracking
4.666084556000001,1775230454,74406606,0.027312977505513873,-0.08164371766654079,-0.04178813330794025,-0.020258616599074037,-0.0027286402146527214,0.0027749527196659716,corrected,0.0,tracking,1.149976571048691,1.1638803626861371,0.964043335482408,tracking,tracking,0.0,0.02608323097229004,0.00934536259971542,0.06676863717931154,0.11990636602181898,29.543319697668416,1.8892376480812443,1.7958486362362405,tracking,high,21.39101327456899,20.529883302884713,28.313770791063906,15.858061829999329,tracking
